Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2016,Summer,GIA,0,S04,38,2ce59abe-4dbc-461f-810c-3deb95c45450
2016,Summer,AFs,1,ESC,38,ef0e44d1-d8f0-4306-a2b9-0baf0b5154b3
2016,Spring,KDM,0,SSG,41,da2d5a37-4aa3-4ccc-9f8a-6db4b7ed157c
2016,Spring,GIA,0,UOL,39,ae3b9bfa-68fa-458e-8442-1939315d5950
2016,Summer,CNB,0,PNG,37,d14ac017-b018-48a0-bda9-df087945a143
2015,Summer,OG,0,LGD,40,3d00d3dd-d019-48fe-8748-1fcacab359e6
2016,Summer,JT,1,TM,42,875cb81e-ff3b-44bb-b964-9bb1794d5288
2015,Summer,TIP,0,C9,29,97f6f4af-8e0e-4851-8b80-3ea7552f3ec9
2016,Spring,NV,1,VEG,35,2aea0ade-b033-4a2c-9873-4a3bdb3c4f1b
2016,Summer,H2K,1,SPY,29,956990a3-337c-4b0d-b680-9fac8bee13f2
2016,Spring,ITZ,1,VFK,48,fd2125ad-9c61-4d47-bee6-3472fa4c3a20
2016,Summer,ROC,0,H2K,35,5f9b1d0e-1656-4317-8bd3-50ca1735db6a
2016,Spring,KDM,1,CJ,50,99850c98-cb05-4f76-bfdc-e8dbfe69e89e
2016,Spring,OG,1,UOL,26,1c051452-700d-4b20-9f24-ab5bfd5264aa
2016,Spring,SKT,1,kt,48,a5c5c21a-8bbf-4df7-9bcf-fc555d2f7c0c
2016,Summer,DP,0,TL,22,965a970f-daa9-4ae1-b3f0-271061fbf67e
2016,Spring,SSB,1,CJ,40,9ae9a448-7df2-4435-8ba6-c7feabb977af
2016,Summer,AFs,0,ROX,38,d62c17ba-173d-47e4-bad1-31fef6751c92
2016,Summer,XG,1,TPB,36,a3abb7a0-5b60-4eb1-a3dd-9e421ab1d0f9
2016,Spring,CRJ,1,7h,45,09f81ad9-8d66-4fca-bdb0-592efdb2c1bd
2015,Spring,GET,1,CJE,35,f31d1d68-8080-41d5-b1c6-7a34db2922a9
2016,Spring,ROX,1,DF,32,526a5115-4cad-40e6-b0c7-a224b8f1951b
2015,Summer,HKE,0,ahq,31,7b06d8cb-4694-4f89-9020-5cb643502e47
2015,Summer,HKE,1,MSE,35,bfabdf67-0e70-40bb-8ae5-03e37863235c
2016,Spring,DIG,0,NRG,41,196efec4-0325-49fd-9f81-1fd636ffc632
2016,Spring,RNG,0,SKT,24,81b81d8a-365e-43df-b177-cda08f2dfae9
2016,Summer,SKT,0,SSG,47,7c4114d8-4be4-4c11-bf99-89d5002e6791
2016,Spring,FW,1,M17,33,6f905dae-e421-451c-a783-935d6c7689aa
2015,Spring,EDG,1,SKT,36,bff312e2-a34b-4cf4-a8d1-9d5596fe28f6
2016,Summer,FNC,1,SPY,35,6711f47f-3ff5-4419-b8ce-9246a7254c0e
2015,Summer,TDK,0,GV,43,fe77a7f1-4c76-44fa-bace-ecd74a2de0d8
2015,Spring,F5,1,ZEN,43,d30d5387-cc8c-4e0d-8653-15077eeb028d
2016,Summer,SSG,0,SKT,50,dfb3e075-f73b-4b3f-a53f-01fe95318310
2015,Summer,A,0,BJK,42,1f37fa81-2695-49ed-870d-d82c2ee9100c
2016,Spring,FOX,1,NRG,34,a1382739-4c6d-48fb-8d04-11ae40226dc9
2016,Summer,JT,1,FW,29,18d22129-bada-45ae-a963-bbf1d4971ef0
2015,Summer,PNG,1,FW,45,48d8d089-e4ca-4c07-9139-331d5ed260e4
2016,Spring,CLG,1,FW,32,3ae25a1d-d6f9-40dc-8b2c-b867cd908562
2016,Summer,,1,,45,105375e8-f89c-45f4-86f4-f9150a9d73d2
2015,Spring,NR1,0,DP,32,cafa67c0-0741-456f-aa57-811bc5f7d28a
2016,Spring,CJ,1,kt,47,a1e04f11-a3a3-400e-9999-f08df46aea66
2015,Summer,CJE,1,kt,34,67bdee2a-afa5-46c2-9b96-edb6a8c97cac
2015,Summer,OG,1,FW,41,a2aed165-f0c3-4d50-ab28-0872715d9e4f
2016,Summer,LZ,0,MVP,36,3e7d109d-2020-486a-ae92-13df4ea50703
2015,Spring,TPA,1,NGU,24,a45aee7b-27e2-4012-b186-740607aee16f
2016,Spring,FW,1,SUP,31,30c5b6c9-2775-438e-8560-b468058bcb01
2016,Spring,GIA,0,FNC,25,37253b53-77bc-4706-888f-a9089626a334
2015,Summer,FW,1,TPA,37,25d3c2a3-2d72-4f08-acf8-5a43baf29e17
2015,Summer,OG,0,ROC,39,c0d3ccf5-9863-49a2-a9b7-9a2ce8ef700c
2015,Spring,TSM,1,C9,40,8db7792a-a890-4fbb-86d6-1f160a1cd075
2016,Summer,BGG,0,OPK,33,68c66696-b314-4c83-80f6-d43be0eafeac
2016,Summer,TSM,1,IMT,27,fe03b133-df1b-42f7-a7b1-f9ca96c67607
2016,Spring,TSM,1,FOX,39,edb0a190-3897-4610-af24-c36a529a391f
2015,Summer,SKT,0,KOO,38,262571a8-2616-4350-9920-9b5b8cb925cd
2015,Spring,CW,0,SK,37,19766e56-ebbc-4244-b4b4-45db105008df
2016,Spring,HR,1,EMP,41,0c1eff0e-a7f0-4bc7-9a6d-50bbac0dca01
2016,Spring,SKT,1,SSB,34,b9fbb9b0-d307-4732-9ca5-38057202db48
2016,Summer,TSM,1,TL,40,206d3677-b796-40e4-814c-efe0628bf8cc
2016,Spring,CJ,0,ROX,22,d310fc76-bb34-4012-80f6-d334d2112d83
2016,Summer,TL,0,CLG,32,a6bad913-6137-4f1c-91ae-692add797263
2016,Summer,JAG,0,ESC,43,753e253a-a85e-4c43-b736-54db185a45cd
2016,Summer,LZ,0,JAG,35,ec2166a9-c95e-46e1-b02b-ea3e1da30f81
2015,Spring,CLG,1,CA,39,75507f76-77a3-4ed1-9919-eac0b8e8c7b3
2016,Spring,EMP,1,JST,47,31f643cf-0136-4058-8d1f-45198b44fdc2
2016,Spring,FW,1,M17,46,45256368-59b0-4549-aeab-ae382c349895
2016,Spring,NR1,0,AUR,45,460063ab-c410-4b2b-9c9c-23c35c0a6536
2015,Spring,MSE,1,ahq,43,2ed4c2cf-8fc0-4837-be3f-6414f862812e
2016,Summer,AE,0,AV,36,17642831-a8d6-4d89-868f-42dafa22bbf4
2016,Summer,MSE,0,FW,41,897d1cee-bbf7-4b52-b00f-a3e81eb97fec
2015,Summer,FNC,1,ROC,41,59a6d0b1-b7ac-4560-ab74-bc6345017146
2016,Summer,,0,,39,06506357-8452-455c-9d1e-6491d0622322
2015,Summer,C9,0,TIP,34,157bbd18-8b8e-4afe-a2a2-7f89c32dbc17
2015,Spring,TT,1,ZONE,32,a9b077dc-9951-4a45-b325-2446d0bac6b5
2016,Summer,UOL,0,FNC,41,14d598fd-16c3-4f15-8067-afa082723f02
2016,Spring,SIN,1,HLN,27,90fe6b33-e5eb-4e83-98df-90beb4a8b07d
2016,Summer,AUR,0,CLK,51,81d65be3-a549-49e3-ad92-0430d4b2a494
2016,Spring,SKT,0,JAG,42,0966e4fd-4e5b-46c3-a80e-bc8dd6361f77
2015,Summer,SSG,1,SSB,32,39aa66c9-b520-4f74-a5a2-00c717f0b550
2016,Spring,OPK,1,PNG,28,2ad70d61-355f-4bf4-8590-0584505f729e
2015,Spring,MKZ,1,COW,47,67f4497b-59e2-437d-bb7c-f357146ca380
2016,Summer,kt,1,LZ,32,6e0f631d-ef08-464d-8b8a-394e3ced85d8
2015,Summer,GMB,0,UOL,30,6d683493-a257-42ac-9b72-d8654b3edc7e
2016,Summer,NV,0,APX,46,9713f2d6-7908-4a9b-8221-a65e9f0e2282
2015,Summer,JAG,0,ANC,41,410bc6e2-e132-4646-8278-cb10e4645ca6
2016,Spring,AFs,0,ROX,32,857984d6-3ce7-4590-a9f2-e2b289f9f7b3
2016,Spring,ROX,0,SKT,43,71e10455-b5b3-4a54-be63-6f5bb814a4d6
2015,Spring,CJE,1,SSG,32,94ce4227-20d6-430e-af0a-f54239d00ded
2016,Summer,SIN,1,TM,25,39fef0c8-0ee7-4b54-be2a-33c6676e2d76
2015,Summer,KT,0,KOO,34,a6733026-c3b6-4c10-be80-5d358a5b0336
2015,Summer,CJE,0,SSG,37,731df27f-3bc0-4c8a-8d6d-237c6539ee38
2016,Spring,TIP,0,TL,28,a80b576d-8392-4fe4-8df6-99859457b4b3
2016,Summer,FW,1,JT,31,dedd94c3-b162-4a0f-93a4-1c1b0a76bb72
2016,Summer,GIA,1,ROC,46,2db9236d-eea6-4f73-9366-445f1451a976
2016,Summer,XG,0,HKE,35,24f6a630-bd85-40d1-93cf-117b7181d5b4
2016,Summer,FOX,0,P1,38,d76216ec-2ea3-45b7-98f3-f76349716711
2015,Spring,HWA,1,A,33,805e300e-ac39-4d26-8880-be531c622959
2015,Spring,TT,1,NR1,34,40cfced6-7d6f-4d5c-b5a1-1ec50d27c623
2015,Spring,TIP,1,TL,38,5b01e45a-04c4-4eb0-82a1-f4d03a38419b
2016,Summer,OG,0,UOL,34,044d52e1-eb0a-45b8-a29e-bed71d6f0dc6
2014,Summer,SSB,1,LMQ,30,e2f68d91-71c0-4019-9f7f-3c58148c36de
2015,Summer,HWA,0,DP,41,c37a8e39-e811-4e02-868c-ffb6bf0ca3f8
2015,Summer,C9,1,TDK,38,800ccc7a-e459-4317-8b49-ab6a3fdd22e4
2015,Spring,CW,1,H2K,27,ad2df045-478e-4255-ac78-2cf75e6513c7
2016,Spring,CLG,0,TL,38,ac203304-d5c9-402f-bcf3-7ec7acfd129d
2016,Spring,GIA,0,OG,23,0f39c5d4-0884-40fb-8f52-c56a6df565a5
2015,Summer,HKE,0,ahq,44,2f93e635-bb99-44da-9df4-3ddb338343c5
2015,Summer,CLG,0,KOO,24,79030ceb-6735-4e8a-98e8-db9b58710079
2016,Summer,AFs,1,kt,34,97807e1c-fd32-4184-927b-9bedf2f19705
2015,Summer,TPA,1,HKE,41,e1d2ba65-0173-4670-b426-ea5ac0330db9
2016,Spring,DW,1,CHF,41,742d1b42-c5da-4f2a-bbc4-907250bb15dd
2016,Spring,kt,0,JAG,38,a7a2e889-ef3b-450b-87bf-d68d1560bdac
2015,Summer,JAG,1,KOO,50,5ff8b9e6-0386-48af-81d9-4687220e8f1a
2015,Spring,COW,0,CA,33,dde2c42c-a440-4c2a-a7ef-c217f631e37e
2016,Summer,AV,1,TM,44,92ce7823-f0cc-4a98-bc10-9e9a5cbfe848
2016,Spring,ahq,1,XG,35,bca71b45-78ec-404c-8a7e-2d2e32f42c77
2016,Spring,EMF,0,ROX,26,79cc7ac7-3123-4204-9867-8a51fdf1a6a3
2016,Summer,JT,1,MSE,55,af14d9f1-39c2-4acd-a44b-07c700eac49c
2015,Summer,OG,1,TSM,37,806eeb3a-1026-4fbd-93de-8578271bed44
2016,Spring,BJK,1,DP,35,f21ff013-6ffa-4851-a06d-bad566b66c37
2016,Summer,VFK,1,OPK,37,73812f08-20d3-491c-b526-2828731e35d4
2015,Spring,SK,1,FNC,39,dc73263d-9465-419d-8ece-a37a8c0822cb
2016,Spring,AV,1,TRI,39,92ddda64-ee9e-4543-a41e-e1bc0818d91b
2015,Spring,TT,1,HWA,44,007d4461-b4ed-4a21-b190-dfa8e3e4df76
2016,Spring,AV,0,HLN,33,0fdaa90e-2850-49bb-98a5-18baeabe217e
2016,Summer,KDM,0,MVP,38,bbc0712c-b87e-4d20-9faa-6b4b38f21fbc
2016,Summer,FW,1,UOL,25,6cb97ad7-5800-4db9-90b1-dab094f5c73d
2015,Spring,H2K,1,EL,31,dcfaa899-9336-4fae-add6-ba764a7a6211
2015,Spring,HWA,1,TT,31,e0940446-cac7-4f81-90d5-41345c5f67c8
2016,Summer,TM,0,MSE,37,a131fbc4-53fc-4321-87b4-c477045d2078
2015,Summer,C9,0,H2k,39,20290616-113b-46b8-9423-85e07c2e0841
2016,Summer,AV,1,AE,43,9ac3efec-d729-41b8-b43c-bb45394e87e2
2016,Spring,AV,0,LGC,32,bf94e1fd-de4f-4e93-9416-5c79426e4e87
2016,Summer,SPY,1,GIA,45,91c9354a-b582-43f7-b1bd-6417452e99fb
2014,Summer,SK,1,TSM,51,44871ff9-9c03-4a87-951e-b49361901ae2
2015,Summer,TSM,0,CLG,32,2ab9f408-cb00-45ae-9e2c-52442548a278
2015,Spring,EL,0,GMB,27,a1bb8d51-0183-4608-8d4f-3a5c170e216d
2016,Spring,FNC,0,UOL,50,aa328755-a159-4e14-8364-3a5af4c67a4b
2015,Spring,NGU,1,DoR,34,6d50b7b0-bd97-4f4d-a811-12874311fd8e
2015,Summer,TSM,0,GV,41,c826157e-550c-4d1e-ab91-a4050ebcda5f
2016,Summer,AUR,1,TT,75,eddcbf80-e7d7-4729-a0f1-c6668d90e8e3
2016,Summer,JT,0,FW,37,ac154f80-2ba4-4ffb-9d71-d14751c2d27a
2016,Spring,g3x,0,ITZ,45,87a82df4-0b8c-49e2-bbc5-68a905ae9a03
2016,Spring,INF,0,CHF,25,b96bb518-031f-4659-9c89-da06d5865398
2015,Spring,SK,1,CW,37,a7fafd7d-399a-48b2-9103-67eca11dae89
2015,Spring,HWA,1,DP,32,317ab22a-9658-4641-bcbe-3f3475b237d3
2016,Spring,FNC,0,VIT,42,51b34e2e-34d3-4d53-88f2-a5d3da48084f
2016,Spring,NV,0,JST,39,843e95f8-2b29-426e-b179-92ad2cb94b88
2015,Spring,CG,0,CST,36,727b1523-0c69-4bad-ac71-358725980e6c
2016,Summer,ESC,1,SSB,50,ea4a9814-1ba9-4eaf-a615-a2488ac5fc0f
2016,Summer,ROC,1,FNC,38,b5c5737c-ad2f-4ece-85cb-174d02077ea0
2016,Summer,TSM,1,NV,31,3c00c4e6-bde7-4e46-a4e0-31dddf63d267
2016,Summer,C9,1,NRG,27,d6bbcfb1-91e0-4c16-8ff6-50eeae11d260
2016,Summer,P1,0,APX,41,637f6b50-5a03-4a14-850e-2cf72566cd0e
2015,Summer,GV,1,TSM,47,18f0f9be-a68b-45bd-aaae-2914a65f43b6
2015,Spring,T8,1,TSM,32,ad821fa0-d316-4616-bb2a-9c714fbb0c03
2016,Summer,VFK,1,KBM,30,69f07ddb-7e1f-4b8d-af9c-9aae77e70f4a
2015,Spring,EG,1,CST,37,dc0c0532-1e12-4cc8-bacc-f65f05c2b4de
2016,Summer,M17,0,ahq,35,8462df81-56f9-4ec8-8cbd-58f7bcad59ee
2016,Spring,DW,1,AV,45,80ff5b62-19d1-4fed-be47-002460235763
2015,Spring,FSN,0,CA,54,26ab6284-b8c7-4589-9b19-f93e0ea00e9d
2015,Summer,SSB,1,kt,50,8d797dc2-acef-4de6-991c-c9ced841fc15
2016,Summer,SIN,0,DW,35,64d6a04b-46a4-4317-a53f-cff23a0bad5b
2015,Spring,EG,1,CST,28,6528f539-3705-4c3c-b6de-070775b75de6
2015,Spring,DP,0,TT,32,ed0e232a-33f9-4f46-bdde-388d88fae028
2015,Spring,TT,0,HWA,25,a93980fc-ed6d-4764-8f67-8c7820674bd3
2016,Summer,RED,0,PNG,40,0687ead4-a622-472d-83b7-50a0d8882755
2016,Spring,LGC,1,DW,30,d380eb17-de14-4dc4-ab05-30765bc4b92e
2016,Summer,FW,1,MSE,46,0ccef94b-b753-43e6-bf13-2f8f3eee9dfc
2015,Spring,CA,1,CST,27,56172a19-d383-4c75-8041-b15cfe6a8593
2016,Summer,GIA,0,UOL,26,13f1df59-0c87-4976-8223-700276be3917
2016,Summer,ITZ,1,CNB,43,733e26b3-263e-4417-9130-9db8bf4c38bc
2015,Spring,HKES,0,ahq,43,a2b94edd-020e-47bc-aead-b13376dcdb35
2016,Spring,SKT,1,ROX,38,f1e114a8-24c6-4e38-953b-0eb952ffbe4c
2014,Summer,OMG,1,FNC,38,17fadb00-06ee-4211-ba31-b0a234e187d8
2016,Spring,SSG,0,SKT,48,c0731f8a-6757-4917-a3c4-7b10b1f6184f
2016,Spring,NRG,1,DIG,28,8dd0d66b-68c4-44eb-a561-b45cac9c9ded
2015,Spring,LOG,1,TPA,40,b76fa079-7fb2-42e8-9cc2-02a8fad791f9
2016,Summer,SKT,1,LZ,43,3cd189ca-3a4b-45c0-8595-7ec4fcc0c838
2016,Spring,VIT,1,GIA,27,27cbcf2a-4167-43b9-952b-13377fa83ec8
2015,Summer,LZ,1,CJE,38,39439c1a-6da2-4195-8fd8-d7bfd3c4a177
2016,Spring,LZ,0,ROX,34,72e8a96e-6813-4a17-b449-5804f752fa10
2016,Spring,H2K,1,GIA,26,2e382201-1a78-48e6-94f0-18f35ae60e86
2015,Summer,LGS,0,ahq,38,be4277f3-b143-47f7-bcec-31a812051205
2016,Summer,RNG,1,TSM,37,ee6676db-cc1b-465d-92e0-fb11ef417fdb
2016,Summer,APX,0,NV,30,1c57e73f-53ed-4d6a-9908-18db80a13f9b
2015,Summer,SKT,1,KOO,34,83752254-2396-484d-9e0f-f91262c7dcec
2016,Spring,DF,0,EMP,33,cc614815-d683-4361-bc41-ad25666b5a90
2016,Summer,REN,1,TDK,28,af66e8bd-8537-4761-b049-8e17206f2b1a
2016,Summer,C9,1,TL,36,70314325-acb8-465f-ba9f-e2177e272f6d
2015,Summer,EL,0,FNC,35,5f8856ee-aaaa-4936-9a92-cb4bf4a918ee
2015,Summer,TDK,1,WFX,38,02b0d9d2-4033-4976-9ca0-d612e0024bca
2016,Summer,JAG,0,kt,40,12207537-0792-48cd-bff2-ad88535324e1
2016,Summer,GIA,1,CW,32,13976f78-8c48-4a6a-a8be-88f47a641cd8
2016,Spring,REN,0,NRG,36,f905c900-b374-46cf-940c-548b616b11a7
2016,Spring,DW,1,LZ,35,8b725bd4-8887-45d8-a4e5-1bf42a748722
2015,Summer,RG,0,GIA,37,ed421312-0628-497c-b1c8-7963dba6bcff
2016,Summer,NV,0,IMT,55,085625c5-fca1-47d2-bb53-6477435c2339
2016,Summer,GIA,1,FNC,37,fbf85659-c23f-4af0-b8b9-a39585ff4726
2016,Summer,CLG,1,ROX,37,d9162366-db96-4645-b722-cb75a62cbf3b
2016,Spring,VS,1,JST,40,a6896172-8538-4221-991f-b931ccafb56d
2015,Summer,SSG,1,JAG,39,a6b0aa02-affa-4d40-a22f-1cf63785d39f
2016,Summer,AFs,0,kt,43,bd4e7f71-eec9-4749-be17-cec0044f7d9a
2016,Summer,VFK,0,CNB,30,98babf89-f439-494a-b674-0b223d1013cd
2015,Summer,UOL,0,H2K,35,ea09e184-f8b0-4a37-9e3d-06a9a2a4aa42
2015,Spring,CLG,1,C9,38,5f86d932-465d-4278-8f2c-e837398c696e
2016,Summer,CLK,1,DP,47,a32743b0-fe06-463f-ad8b-0e011aac0a2d
2016,Summer,JAG,1,CJE,43,ff5556a9-e354-4792-8d5f-1a8d30dda124
2016,Spring,INF,0,LGC,27,151748b4-f40a-4656-bdf3-aba6e98cc371
2016,Summer,H2K,1,SPY,37,f2f1f6c8-1353-4071-a117-7270f93e44ec
2015,Spring,CA,0,FSN,36,272f675d-e398-4f14-bda5-bb2ef3fe324d
2016,Spring,CLK,1,BJK,35,22bf53fa-e04d-4c27-8505-f401e2395209
2015,Spring,C9,1,TL,32,2dc8fd79-5f9a-4b26-a47e-eed66ef0f120
2016,Summer,NV,1,FOX,34,c15bac28-9460-4785-b8b9-05bfcbce6b0c
2016,Spring,BE,0,DFM,23,17636ae5-a67f-4859-ae8d-f0dd129d2d67
2016,Summer,ROX,1,ANX,28,4d895e99-9e28-40c8-a188-0b7b414508a0
2015,Summer,OG,1,UOL,28,81accb07-d66c-4a70-b06a-7850a7dc56f1
2015,Summer,kt,0,ANC,51,c987ea49-2aa6-4526-b901-3860b03fb201
2016,Spring,kt,1,KDM,31,71c1e5ed-12a1-4dbb-bce3-07afc9317294
2015,Spring,H2K,1,SK,39,59a66e87-5fd7-4736-aabf-a30831de3e8c
2016,Summer,GIA,1,VIT,41,8ef9f592-fe57-4e2f-9011-2438c8ff7f01
2015,Summer,ahq,1,AS,32,f6e5c1f5-26e1-4b52-80e6-4b78c3f2e5b0
2016,Spring,TL,1,NRG,38,e992967f-6e9a-45eb-aa00-f825be0de735
2015,Spring,GIA,1,MIL,37,680e3351-530f-4eb3-8cd2-c0bb118acacf
2016,Spring,RED,0,PNG,39,ef3275f6-ecda-4932-9469-c0cb51035f72
2015,Summer,MSE,0,FW,30,a30f4ec7-594b-4c1e-876b-2f62e5b1b163
2015,Spring,CST,0,TSM,36,c3e64c4f-35b0-448d-b168-876d6a430a51
2015,Summer,C9,1,GV,34,e8ce021d-a775-4843-85ba-ea8e66567078
2016,Summer,G2,1,UOL,27,cb04cfdc-b298-4bcc-bad0-f9151a843c98
2016,Spring,HLN,0,DW,25,8d4fc2d3-47ed-4837-b4f5-3fcadb3fd35f
2016,Spring,CLG,1,TL,31,b2c65628-604f-4b47-bc79-4c5744cee5c7
2016,Summer,UOL,0,G2,35,35b1cc3a-6bba-490b-bdee-8c43c521f546
2015,Spring,GV,0,TSM,43,78d17963-aff2-49d0-bc5b-fab9abb0c120
2016,Summer,XG,0,M17,31,ea2aab63-8000-4d30-9acb-dd2fbd3d05ba
2016,Summer,ROX,1,CLG,38,fb8cb9ef-1feb-490f-9d0c-b81ffbb240af
2016,Summer,FOX,0,APX,42,4ee988f9-ea3a-452a-9d9a-788e0eca86c6
2016,Summer,DP,0,SUP,41,f3b08c50-5b3d-470f-b08d-bfb45368812c
2016,Spring,FNC,1,OG,36,31abfb4a-93cc-4250-a917-bcc628bf5f03
2015,Spring,NR1,0,HWA,41,aa0b75f9-3679-4980-8c98-7b5799f339ac
2015,Summer,JAG,1,Longzhu,41,171c2b22-b182-4312-8116-fcda018fec4b
2016,Spring,7h,1,CRJ,41,128bd7d7-001f-4e76-a743-6befb437f093
2016,Summer,TL,1,FOX,41,dc084413-5b9d-4da0-ada9-04a7bfcdad22
2016,Summer,GIA,0,UOL,24,137596ac-19ef-43d7-ad89-c8d459d1cff8
2015,Summer,BJK,1,DP,41,4555ecb0-ad0b-49f4-9f5d-32a9da6379e4
2015,Summer,JAG,1,KOO,38,950b0c68-e722-4d64-961e-112ddf0b9bab
2016,Spring,ROC,1,VIT,42,a33ccb73-054d-423a-9a37-7d2c69a00215
2016,Spring,HWA,1,SUP,37,8eb98b53-5e3d-4d32-bd89-4700b4d27072
2016,Summer,IMT,0,TSM,39,108bd32d-e4f3-4c1e-a0c2-31838155a815
2015,Summer,kt,1,CJE,55,8b69d8da-d4bf-4889-913c-e5cd48a960af
2016,Spring,XG,0,M17,45,6662eacd-edf0-4d1c-808e-6a8e82f077e1
2016,Summer,M17,0,XG,45,77a3b8b7-6257-4241-a578-c038d44178a6
2016,Summer,VIT,0,FNC,34,e9759b62-395c-41d4-afc9-f5081b79d25f
2016,Summer,S04,1,UOL,37,f4738833-6171-429b-a47b-e2e6e0ca0a30
2015,Summer,WFX,1,TDK,33,2ba84ed5-7c82-4509-8e1a-52e37b362150
2016,Summer,VFK,0,CNB,36,29de4c5a-903f-45a8-b91d-d4c9e2aa47fe
2015,Summer,AHQ,1,FNC,41,b260b36c-4e41-4dbd-93aa-afcd958deb65
2015,Spring,TPA,1,NGU,31,db2a01eb-c287-4c07-8562-6a56bd555796
2015,Summer,AS,0,ahq,36,a89756fd-92c0-4efe-9cf0-401d7ed9e50c
2016,Spring,SK,0,G2,27,c4c7494c-dc5f-4daa-a725-b9dfa3ce934e
2016,Summer,P1,1,TSM,28,ab2aea2f-9da4-4461-970d-7f3f59a51f11
2016,Summer,JT,1,M17,49,aa167aaa-6e44-4ce2-9837-dbb6ed44c725
2016,Spring,SUP,0,FW,35,f1ec2a33-73ce-4a22-b4b9-2ec0f107b1ae
2016,Summer,,0,,36,207a74a3-e5e6-42c6-94c2-114f2023e4b6
2015,Summer,TL,1,CLG,37,beec3334-54b1-41fc-b4ec-752be1c904be
2016,Summer,JAG,1,AFs,45,0140da6f-1679-4155-97b0-6e73fdf4840d
2015,Summer,ROC,1,UOL,35,ff6e8b35-ab8a-45ba-92a4-cceacdf2d4b0
2015,Spring,FNC,1,SKT,39,dfd086ee-fe4a-4907-914d-dcbae34f68c0
2016,Spring,AUR,1,DP,29,6c5835d4-715f-463c-8af4-b211bc6039c0
2016,Spring,SSG,0,KDM,33,82203395-8b52-4ae1-8375-45dd8fc11757
2016,Summer,G2,1,GIA,33,ba868c0f-a82c-425d-b1d9-d346b2b73333
2015,Summer,SSG,0,KOO,45,683230bb-2964-4666-a77d-6d10ca0d3303
2016,Summer,ROX,1,JST,38,13185540-f4ec-45a6-b8d7-0e37191d2713
2015,Spring,CST,1,CG,24,32339aa3-ff80-4773-bd5f-686c5b49e12d
2015,Summer,EDG,0,SKT,36,9dd69c35-8a60-4349-9a20-25f605e58260
2015,Summer,TT,0,BJK,32,f8a413c4-9bc8-4fa3-bbf4-bb3ec497f327
2016,Summer,AHQ,0,EDG,47,dcbce75a-f053-47a0-ac56-940b38eb1678
2015,Summer,H2K,1,GIA,30,e47eefbd-90b8-484e-a50b-ea875c4cdba1
2016,Summer,IMT,1,CLG,33,7107fdb2-f406-4e55-9f38-19ab8e0f466f
2016,Summer,SSG,1,SKT,72,e7a1b46f-75db-4f4d-8d20-15d90dccdad5
2016,Summer,VIT,1,UOL,44,c1c7e362-0d2f-495c-b5ad-fd22a9b44a95
2015,Spring,ahq,1,NGU,30,77a7d678-3214-4050-824b-1fe88c72e6d3
2015,Spring,C9,1,CLG,28,943c4dd3-6286-41ec-b735-57537a00f97c
2015,Summer,SKT,1,H2K,32,285e8b8c-8aeb-40db-916e-c61dbb14dc3c
2016,Summer,CLK,1,DP,47,e7d68230-8234-4747-b0e4-7d2e0f79c31d
2016,Spring,7h,1,BE,41,2af0f3ff-03e0-446c-be0a-688de80e2cd7
2016,Spring,PNG,1,CNB,50,039b12a0-9cc4-43d8-bbd7-2192a6b99b21
2016,Spring,MSE,0,XG,45,aff64094-0545-4b98-8a6c-f6bce0bb77ed
2016,Spring,TPA,1,FW,40,f0861638-076e-4d5e-821c-01289b14795f
2016,Summer,GIA,1,SPY,28,353b22ab-5d17-408a-9d2f-b41b82cd13b6
2015,Summer,TIP,0,CLG,40,8fd599ab-8bd6-4701-8957-6fc2f8375606
2016,Spring,MSE,1,CGE,26,08f6d798-4dcb-4b88-aa94-2d64a7704a95
2016,Spring,SSB,0,SSG,38,f7b6c164-51e4-49d7-8d03-8201aae4357d
2016,Spring,TIP,0,TSM,32,317f00c1-1cd5-4196-8c66-e07060d15989
2016,Spring,BJK,1,AUR,33,8ff3ffb3-a84e-44e3-b5a6-cfe47143eada
2015,Spring,C9,1,CLG,44,89ac64ff-ab33-4b96-8f11-a744a055f835
2016,Summer,LGC,1,HLN,36,fa8e0572-0472-4bbb-a36b-73181a78efc4
2016,Summer,MVP,1,CJE,25,145700c0-25e2-4377-a6b5-e4890c424945
2015,Summer,ANC,1,SSB,30,8b61eac0-3f9b-4203-9b3e-4b6c07d60809
2016,Spring,JAG,0,LZ,42,6dba9caf-42d7-4f59-b4c4-15a5ff945370
2015,Summer,SSG,1,Prime,33,b42753f0-1fe1-485d-adbf-51fb19ecea71
2015,Summer,NR1,1,CREW,29,86ba21bc-70af-4902-b46d-7c8888dbb48a
2016,Summer,HLN,0,AE,32,9e07d4b1-008c-4733-b089-88d48a9246eb
2015,Spring,CJE,1,JAG,27,64ddb092-6316-4295-a888-d5c4e4e7fbd6
2016,Summer,,0,,27,434b459a-d9b5-4cb3-a240-3abd7170015f
2016,Summer,SPY,1,UOL,61,0e5ae4ef-4e6e-4a4b-9375-6335093ae9b1
2015,Summer,NJF,1,KOO,30,52f52ad1-4d53-437d-820d-671b57cfd5dd
2014,Summer,SSW,1,SHR,30,6b91b15c-d96b-4122-92df-d621c7997cc3
2015,Summer,FNC,1,IG,31,68c2b7b2-e11b-45c7-bcac-c10c5e99e687
