ContrabandIndicator,Department Name,InterventionLocationName,InterventionReasonCode,ReportingOfficerIdentificationID,ResidentIndicator,SearchAuthorizationCode,StatuteReason,SubjectAge,SubjectEthnicityCode,SubjectRaceCode,SubjectSexCode,TownResidentIndicator
True,csp troop e,griswold,I,785469339,False,C,Moving Violation,47,N,W,M,True
True,north haven,north haven         ,E,100000018,False,C,Seatbelt,31,N,W,M,False
True,hamden,hamden,V,100000081,True,I,Display of Plates,17,H,W,M,False
True,new haven,new haven,V,30491,True,O,Traffic Control Signal,33,N,B,M,True
False,vernon,vernon,V,625,False,C,Moving Violation,26,N,W,M,False
False,enfield,enfield,V,JPETERSON,True,I,Other/Error,21,N,W,M,False
True,waterbury,waterbury,V,1004,True,I,Stop Sign,15,N,W,M,True
False,newtown,sandy hook,E,1369,False,O,Registration,27,N,I,M,False
True,new britain,new britain,V,RJC0458,True,C,Moving Violation,46,H,W,M,False
True,norwich,norwich,V,1042,True,C,Window Tint,34,H,W,M,False
False,csp troop g,new haven,V,1000003362,False,C,Administrative Offense,48,H,W,M,True
True,torrington,torrington,V,083,True,O,Stop Sign,29,N,W,F,True
False,norwalk,norwalk,V,100000279,True,O,Registration,45,N,B,M,False
False,norwich,norwich,V,1067,True,I,Speed Related,21,N,B,M,False
False,ledyard,ledyard,V,PSC27529,False,C,Other,24,N,W,M,False
True,csp troop a,southbury,E,1000003764,True,O,Defective Lights,16,H,W,M,False
False,west hartford,west hartford,E,1000002072,True,C,Window Tint,36,H,W,M,False
True,norwalk,norwalk             ,V,100000219,True,C,Defective Lights,26,N,B,M,False
True,wethersfield,wethersfield,V,250039,True,O,Defective Lights,37,N,W,F,True
True,ledyard,ledyard,V,PSC27506,False,C,Other,38,H,W,M,True
False,csp troop g,norwalk,V,19018,False,O,Seatbelt,24,N,W,M,False
True,southington,southington,V,100000109,True,C,Speed Related,30,N,W,M,True
False,east hartford,east hartford,V,195,True,O,Administrative Offense,23,N,B,M,True
True,new haven,new haven,E,264,True,O,Defective Lights,35,N,B,M,False
True,hamden,hamden,V,100000409,False,C,Other,26,H,W,M,True
False,bridgeport,bridgeport,E,RUF0703,False,O,Display of Plates,38,N,B,M,False
True,wallingford,wallingford,I,P221,False,O,Other,24,N,B,F,False
True,groton town,groton,I,LAFLA,True,O,Other,33,N,B,M,True
False,state police,enfield             ,I,1000003166,True,N,Other,32,N,W,M,False
False,east hartford,east hartford,E,GEO0337,True,C,Window Tint,31,N,B,M,True
True,wallingford,wallingford,V,P214    ,True,C,Defective Lights,33,N,W,M,False
False,state police,east haddam         ,V,1000002719,False,C,Suspended License,28,N,W,M,True
True,state police,vernon              ,E,1000003196,True,C,Defective Lights,24,N,W,M,False
False,danbury,danbury,V,1000502,True,I,Display of Plates,34,N,W,M,False
False,torrington,torrington,V,4,True,N,Stop Sign,28,N,W,M,True
True,milford,milford,V,475,True,I,Administrative Offense,49,N,W,F,True
False,norwalk,norwalk,V,100000277,True,O,Defective Lights,33,N,W,M,False
False,danbury,danbury,V,10502,False,I,Registration,32,N,W,M,False
True,wallingford,wallingford,V,214,True,C,Display of Plates,24,H,W,M,True
False,old saybrook,old saybrook,V,29,True,O,Speed Related,24,N,W,F,False
False,derby,derby,V,076,True,O,Administrative Offense,14,N,W,M,True
True,csp troop a,waterbury,V,1000002747,True,O,Display of Plates,25,N,W,M,True
True,new haven,new haven,E,442,True,O,Defective Lights,19,N,B,M,False
False,south windsor,south windsor,V,WME0194,True,O,Speed Related,28,H,W,M,False
True,naugatuck,naugatuck,E,PL39,True,O,Defective Lights,21,N,W,M,False
True,wallingford,wallingford,V,PSC27059,True,C,Defective Lights,23,N,W,M,False
True,danbury,danbury,V,1862,True,I,Suspended License,51,H,W,M,True
False,new haven,new haven,V,155,False,O,Seatbelt,25,N,B,M,False
False,torrington,highland ave,V,94,True,C,Speed Related,28,N,W,M,True
False,east hartford,east hartford,I,CAC0338,True,C,Window Tint,23,N,W,M,False
False,westport,westport,V,PSC20056,False,C,Display of Plates,24,N,B,M,False
False,csp troop d,killingly,I,1000003495,False,O,Other,48,N,W,F,True
True,state police,colchester          ,V,1000002549,True,O,Moving Violation,19,N,W,M,False
False,state police,thompson            ,V,1000002949,False,C,Speed Related,17,N,W,M,False
True,east hartford,east hartford,V,195,False,O,Unlicensed Operation,55,N,B,M,False
False,stamford,stamford,V,2C DAYS,False,O,Seatbelt,48,H,W,M,True
True,csp troop h,east hartford,V,1000003490,False,O,Other,25,N,B,M,True
False,milford,milford ,E,2325,True,C,Display of Plates,30,N,B,M,False
False,new britain,new britain,V,700,True,C,Stop Sign,47,H,W,M,True
True,csp troop f,essex,V,1000002969,False,O,Seatbelt,36,N,W,M,True
False,state police,preston             ,V,1000002750,False,C,Registration,14,N,W,M,False
False,southington,southington,V,600108603,True,N,Speed Related,55,N,W,M,True
False,west haven,west haven,E,1217,True,I,Defective Lights,47,N,W,M,False
True,norwich,norwich,I,1015,True,O,Other,30,N,W,M,False
False,groton city,groton city,V,PSC21837,False,O,Moving Violation,27,N,B,M,False
False,east haven,east haven,V,100303,True,I,Speed Related,24,N,B,F,False
False,glastonbury,glastonbury,V,DAK0357,False,O,Other,31,H,W,M,True
False,csp troop k,windham,I,381140169,False,O,Other,25,N,W,F,True
False,csp troop a,danbury,V,1000003024,True,C,Speed Related,31,N,W,M,True
False,state police,stafford            ,V,1000002090,True,N,Registration,31,M,W,M,False
False,new haven,new haven,V,6557,False,C,Speed Related,18,N,B,M,True
True,new canaan,new canaan,V,271,True,C,Registration,26,H,W,M,False
True,guilford,guilford,E,26,False,C,Defective Lights,10,N,W,M,True
False,csp troop a,new fairfield,V,1000003023,False,C,Registration,27,N,W,M,False
True,vernon,vernon,V,617,False,C,Moving Violation,36,N,B,M,True
True,wethersfield,wethersfield,V,MVF0930,False,C,Registration,33,N,W,M,False
False,hartford,hartford,V,684,True,O,Cell Phone,33,N,B,M,False
True,norwich,norwich,V,1072,True,O,Moving Violation,23,H,W,M,True
True,windsor,windsor,V,SXP0122,False,I,Moving Violation,19,H,W,M,False
True,wilton,wilton,V,120000071,False,O,Speed Related,27,N,B,F,True
False,norwich,norwich,V,1067,True,I,Defective Lights,20,H,W,F,False
True,wilton,wilton,V,1008,True,O,Other,16,H,W,M,False
False,new haven,new haven,V,6623,False,C,Other,29,H,W,F,False
True,groton city,groton city,V,PSC21818,True,C,Cell Phone,27,N,W,F,True
False,wallingford,wallingford,V,P223,False,O,Moving Violation,54,N,W,M,False
False,csp troop c,somers,I,1000002961,True,C,Other,56,N,W,M,False
False,ridgefield,ridgefield          ,V,1000104,True,N,Cell Phone,48,N,W,M,True
False,csp troop g,stamford,V,1000003487,True,C,Defective Lights,44,N,B,M,False
True,ansonia,ansonia,V,100000097,False,C,Defective Lights,15,N,B,M,True
False,shelton,shelton,V,356,False,C,Stop Sign,10,N,W,M,False
False,stratford,stratford,V,30252,True,I,Registration,27,N,W,M,True
False,watertown,watertown,V,1167,True,I,Registration,31,N,W,M,True
False,monroe,monroe              ,V,1000126,True,I,Registration,22,N,W,M,False
False,west haven,west haven,V,1172,True,I,Moving Violation,25,N,W,F,False
True,cheshire,cheshire,E,12,False,O,Other,25,N,W,M,True
True,naugatuck,naugatuck,V,PL32,True,O,Other,29,H,W,M,True
False,westport,westport,E,PSC20056,True,O,Equipment Violation,29,H,W,M,True
False,east hartford,east hartford,V,219,True,O,Defective Lights,16,H,W,M,True
True,west hartford,west hartford       ,V,1000002023,True,N,Defective Lights,51,N,W,M,True
False,hamden,hamden,V,100000573,True,C,Seatbelt,31,N,W,F,True
False,waterbury,waterbury,V,1545,True,I,Registration,53,N,W,M,True
False,csp troop h,hartford,V,1000002369,True,O,Other,34,N,W,F,False
False,cheshire,cheshire,V,21,True,O,Moving Violation,39,N,B,M,False
False,watertown,watertown,I,1151,False,C,Other,24,N,W,F,True
True,state police,marlborough         ,V,1000003030,True,C,Other/Error,28,N,B,M,False
False,state police,danbury             ,V,1000002598,True,O,Seatbelt,27,M,W,M,False
False,torrington,torrington,E,069,True,N,Equipment Violation,20,N,B,M,True
True,west haven,west haven,E,1225,True,I,Defective Lights,30,N,B,M,True
False,csp troop g,trumbull,V,1000002598,True,O,Moving Violation,22,N,W,M,False
False,csp troop i,new haven,V,1000003501,True,O,Speed Related,28,N,B,M,False
False,wallingford,wallingford,V,P207,False,O,Equipment Violation,27,N,W,M,False
False,west hartford,west hartford       ,V,1000002052,True,N,Registration,25,N,W,M,False
True,waterbury,waterbury,V,1005,True,O,Stop Sign,32,N,B,M,False
True,waterbury,waterbury,V,1040,False,I,Traffic Control Signal,17,N,W,M,True
False,derby,derby,V,081,True,O,Speed Related,16,N,B,M,False
False,granby,lost acres,E,MBJ0223,False,O,Defective Lights,22,N,W,F,True
True,new haven,new haven,V,6528,False,C,Other,33,N,B,M,True
False,plainville,plainville,V,JJH2683,True,O,Registration,27,H,W,F,False
False,waterford,waterford,V,PSC02568,True,C,Traffic Control Signal,46,H,W,M,False
True,torrington,torrington,V,DACYR048,False,C,Registration,40,N,W,M,True
True,stamford,stamford,V,21922/22326,True,I,Display of Plates,30,N,W,F,False
False,csp troop l,litchfield,V,1000003529,False,C,Traffic Control Signal,41,N,W,M,True
False,new britain,new britain,V,666,False,O,Registration,26,H,W,M,True
True,new milford,new milford,V,444,True,O,Registration,15,N,W,M,True
False,wolcott,wolcott,E,222,True,I,Display of Plates,29,M,W,M,False
False,groton city,groton city,V,PSC21818,False,C,Cell Phone,21,N,W,M,True
False,manchester,manchester,V,ANB5304,True,O,Display of Plates,22,N,B,M,True
False,csp troop d,killingly,I,576972724,True,O,Other,46,N,W,M,True
True,new britain,new britain,I,AVR0297,False,C,Other,20,N,W,M,True
True,wilton,wilton              ,V,1016,True,N,Registration,23,N,W,F,False
False,north haven,north haven         ,V,100000160,False,I,Registration,28,N,B,M,False
False,danbury,danbury             ,V,10560,True,I,Traffic Control Signal,59,N,W,M,False
True,putnam,putnam,V,489,True,O,Seatbelt,33,N,W,M,True
False,enfield,enfield,V,MTARDUCCI,False,I,Suspended License,44,H,W,F,False
False,meriden,meriden,V,469,True,C,Stop Sign,22,H,W,M,True
True,wethersfield,ngtn,V,250039,False,O,Registration,24,H,W,M,True
True,manchester,manchester,E,SDB5301,True,O,Defective Lights,23,N,W,M,False
False,clinton,clinton,E,3199,True,C,Defective Lights,16,N,W,M,True
True,manchester,manchester,E,RG5076,False,C,Equipment Violation,19,N,W,M,True
True,west hartford,west hartford,V,1000002165,False,O,Moving Violation,29,H,W,M,False
False,csp troop c,ellington,V,557714559,True,O,Speed Related,10,N,W,M,False
True,west hartford,west hartford,E,1000002072,False,O,Window Tint,26,N,B,M,False
True,cheshire,cheshire,E,3120,False,C,Defective Lights,34,H,W,M,True
False,state police,danbury             ,V,790642042,False,C,Speed Related,55,N,W,M,False
False,trumbull,trumbull,E,5106,True,O,Display of Plates,23,N,B,M,False
False,csp troop a,naugatuck,V,1000003509,True,O,Speed Related,30,N,B,F,False
False,windsor locks,windsor locks,V,216,True,I,Speed Related,37,N,W,M,True
True,waterford,waterford,V,PSC02503,True,O,Other,14,N,W,M,False
True,west hartford,west hartford,V,1000002237,True,C,Moving Violation,38,N,W,M,True
False,glastonbury,glastonbury,V,EAR0326,True,I,Other,13,H,W,M,False
False,new haven,new haven,V,89,False,C,Registration,36,N,B,M,True
True,greenwich,greenwich,V,7182,False,C,Speed Related,20,N,W,M,False
True,csp troop i,beacon falls,V,1000003178,True,C,Moving Violation,28,N,B,M,False
False,berlin,berlin,V,ADK2494,True,O,Traffic Control Signal,23,N,B,M,False
False,east haven,east haven,V,100221,True,I,Moving Violation,62,N,W,M,True
True,west hartford,west hartford       ,V,1000002052,True,C,Cell Phone,38,N,W,F,True
False,berlin,berlin,E,MLL2842,True,O,Defective Lights,22,N,B,M,True
False,manchester,manchester,V,JP5243,True,C,Stop Sign,20,N,W,M,True
False,csp troop k,bolton,V,1000002599,False,I,Speed Related,39,N,W,M,False
False,ledyard,ledyard,V,PSC27506,True,C,Registration,29,N,W,F,False
True,stratford,stratford,V,30251,True,I,Registration,31,H,W,M,False
False,new haven,new haven,I,258,True,I,Other/Error,33,N,B,M,False
False,derby,derby,V,77,False,I,Administrative Offense,26,H,W,F,True
False,wallingford,wallingford,V,230,False,O,Defective Lights,23,N,B,M,False
False,wallingford,wallingford,V,P213,False,O,Administrative Offense,39,H,W,M,True
True,west hartford,west hartford,V,1000002128,True,O,Defective Lights,15,N,W,M,False
True,seymour,seymour,V,332,True,O,Traffic Control Signal,31,N,W,M,False
False,waterbury,waterbury,I,1558,True,I,Administrative Offense,30,N,W,M,True
False,stamford,stamford,E,22978,True,O,Defective Lights,23,N,W,M,False
False,clinton,clinton,V,3070,False,O,Speed Related,32,N,W,F,True
False,danbury,danbury,V,10504,True,I,Unlicensed Operation,28,H,W,M,False
False,manchester,manchester,V,DRM5035,False,O,Stop Sign,28,N,B,F,False
True,southington,southington,I,100000081,True,C,Other,14,N,W,M,True
True,waterbury,waterbury,V,2210,False,I,Moving Violation,33,N,W,M,False
False,state police,montville           ,V,1000002708,True,O,Speed Related,40,N,B,M,False
True,enfield,enfield,V,124,True,I,Cell Phone,31,N,B,F,False
False,waterford,waterford,V,PSC02503,True,C,Suspended License,46,N,A,F,False
True,new britain,new britain,E,SJO0418,False,O,Other,19,H,W,M,False
False,rocky hill,rocky hill,V,1000247,True,O,Speed Related,23,N,W,M,False
False,wallingford,wallingford,V,P197    ,True,O,Administrative Offense,48,H,W,M,True
False,csp troop h,hartford,V,1000001890,False,C,Administrative Offense,21,H,W,M,True
True,norwich,norwich,V,1037,True,C,Speed Related,38,N,B,M,True
True,branford,branford            ,V,381,True,N,Speed Related,52,N,W,F,False
True,newtown,newtown,V,339,False,C,Speed Related,10,N,W,M,False
True,danbury,danbury,V,10573,False,I,Cell Phone,65,N,W,M,True
False,monroe,monroe,E,1000102,True,O,Defective Lights,17,N,W,M,True
False,waterford,waterford,V,PSC02545,True,O,Other,32,N,W,M,True
False,waterbury,waterbury,V,1041,True,C,Traffic Control Signal,49,N,W,M,True
True,stratford,stratford,V,10192,True,C,Seatbelt,37,N,W,M,True
True,west hartford,west hartford       ,V,1000002072,True,C,Display of Plates,21,N,W,M,False
True,monroe,monroe,E,1000070,True,O,Defective Lights,24,N,W,M,False
True,danbury,danbury,V,10502,True,I,Registration,72,N,W,F,True
True,enfield,enfield,V,32,False,O,Registration,24,N,W,F,True
True,new haven,new haven,V,30490,False,C,Stop Sign,22,N,B,M,True
False,state police,prospect            ,V,1000002980,False,C,Equipment Violation,45,H,W,M,True
False,windsor,windsor,V,224,False,I,Registration,37,N,B,M,False
True,danbury,danbury,V,1000502,True,I,Registration,35,N,W,M,False
False,berlin,berlin,V,TFB2841,True,I,Administrative Offense,36,H,W,M,False
False,wallingford,wallingford,E,199,True,C,Equipment Violation,32,N,W,M,False
True,stratford,stratford,E,30252,True,C,Display of Plates,37,N,W,F,True
True,ledyard,ledyard,V,PSC27509,True,C,Speed Related,26,N,W,M,True
False,hamden,hamden,V,100000626,False,C,Stop Sign,19,N,B,M,True
False,branford,branford,V,307,True,N,Administrative Offense,45,N,W,M,False
False,branford,branford,V,381,False,N,Defective Lights,39,N,W,F,False
True,middletown,middletown,V,3136,True,C,Stop Sign,14,N,W,F,True
True,naugatuck,naugatuck,E,PL33,False,I,Defective Lights,50,N,W,M,False
False,darien,darien,V,PSC21309,True,C,Speed Related,55,N,W,F,False
False,south windsor,south windsor,E,10039,True,O,Display of Plates,14,H,W,M,True
False,uconn,storrs,E,520,True,I,Display of Plates,21,N,A,M,False
False,state police,colchester          ,V,974601606,False,N,Moving Violation,28,M,W,F,False
False,newington,newington,V,49,True,C,Speed Related,31,N,B,M,False
False,naugatuck,naugatuck,V,S6,True,C,Registration,26,N,B,M,False
False,derby,derby,V,63,False,I,Moving Violation,36,N,B,M,True
True,state police,montville           ,V,136981404,False,C,Suspended License,51,N,W,M,False
False,east haven,east haven,E,100215,True,I,Defective Lights,27,N,W,F,False
False,state police,norwalk             ,V,1000002709,True,C,Other/Error,26,N,B,M,False
False,state police,danbury             ,V,512066154,False,I,Other/Error,21,H,W,M,True
False,new haven,new haven,V,262,True,N,Speed Related,31,N,B,M,False
True,enfield,enfield,V,65,True,O,Stop Sign,31,H,B,M,True
False,wilton,wilton,V,1016,True,I,Defective Lights,15,N,B,F,False
False,enfield,enfield,I,11,True,O,Other,18,N,W,F,False
True,vernon,vernon,V,602,True,C,Traffic Control Signal,37,N,W,M,True
True,monroe,monroe,V,1000115,True,I,Speed Related,50,N,W,M,False
False,farmington,farmington,V,346,True,O,Registration,26,N,W,M,False
False,manchester,manchester,V,RG5076,True,O,Seatbelt,20,N,B,M,False
False,weston,weston,V,29,True,C,Defective Lights,34,N,W,F,True
True,state police,tolland             ,V,951755976,False,O,Other,18,N,W,F,True
False,windsor locks,windsor locks,V,206,True,I,Registration,44,N,W,M,True
True,danbury,danbury,V,10561,True,I,STC Violation,22,H,W,M,False
False,west hartford,west hartford,I,1000002241,True,N,Display of Plates,36,N,W,F,False
True,enfield,enfield,E,220,True,C,Defective Lights,27,N,W,M,True
False,bridgeport,bridgeport,V,536,False,I,Administrative Offense,44,H,W,M,True
False,new haven,new haven,V,40,True,C,Registration,40,H,W,F,True
False,coventry,coventry,V,36,False,O,Speed Related,23,N,W,M,False
False,westport,westport,V,PSC20025,True,O,Cell Phone,26,N,B,F,True
True,wilton,wilton              ,V,1016,False,N,Moving Violation,20,N,W,F,False
False,torrington,torrington,I,004,False,O,Administrative Offense,41,N,W,M,False
True,clinton,clinton,V,458,False,C,Registration,23,N,W,F,True
False,wilton,wilton,V,120000071,True,I,Speed Related,33,H,W,M,False
False,plainville,plainville,V,KRJ2597,True,O,Stop Sign,21,N,W,M,True
True,torrington,torrington,E,7,True,C,Moving Violation,56,N,W,M,True
False,state police,new haven           ,E,961269420,True,O,Registration,27,H,W,M,False
True,west haven,west haven,E,1231,True,I,Registration,28,H,W,M,False
False,waterbury,waterbury,V,1034,True,O,Moving Violation,55,N,W,M,False
True,csp troop a,new fairfield,V,1000003032,True,O,Display of Plates,19,N,A,M,False
True,waterbury,waterbury,V,850,False,I,Moving Violation,23,N,B,M,True
True,newington,newington,V,5,True,O,Display of Plates,23,N,B,M,False
False,bloomfield,bloomfield,V,2138,True,O,Unlicensed Operation,12,H,B,M,True
True,bloomfield,bloomfield,V,2103,True,O,Traffic Control Signal,28,N,B,M,True
False,csp troop c,willington,V,1000003196,False,C,Speed Related,28,N,B,M,True
True,stratford,stratford           ,V,10186,True,I,Display of Plates,38,H,W,F,False
False,csp troop a,waterbury,V,1000002747,True,O,Defective Lights,29,H,W,M,True
False,hartford,hartford,V,840,False,O,Other/Error,18,H,W,M,True
False,new haven,new haven,E,6534,False,C,Other,26,N,B,M,False
False,bristol,bristol             ,V,120000063,False,N,Defective Lights,27,H,W,M,False
False,bloomfield,bloomfield,V,2094,True,I,Speed Related,34,H,W,M,True
True,glastonbury,glastonbury,V,DMG0380,False,C,Suspended License,31,N,W,M,True
True,csp troop g,east haven,V,1000002347,False,O,Moving Violation,31,N,W,M,False
False,newtown,newtown,V,1040,False,O,Moving Violation,22,N,W,M,True
True,milford,milford,V,2116,True,I,Moving Violation,57,N,W,M,True
False,state police,north haven         ,I,1000003179,False,O,Other,19,N,B,M,False
True,state police,montville           ,V,1000002696,True,O,Moving Violation,21,H,W,M,False
True,torrington,torrington,V,MBLAS067,True,O,Traffic Control Signal,16,N,W,F,False
True,new haven,new haven,V,98,True,C,Traffic Control Signal,34,N,B,M,True
True,willimantic,windham,I,318,True,N,Other,31,M,B,M,True
False,clinton,clinton,V,183,True,I,Moving Violation,22,N,W,M,False
False,ridgefield,ridgefield,E,1000204,False,N,Defective Lights,38,N,W,M,False
False,wolcott,wolcott,V,194,True,I,Speed Related,30,N,W,M,True
True,middletown,middletown,V,3234,True,O,Speed Related,23,N,I,M,False
True,csp troop d,plainfield,V,614680420,False,O,Administrative Offense,46,H,W,M,False
False,newington,newington,V,RFP2617,True,I,Suspended License,25,N,B,M,True
True,east haven,east haven,V,100332,False,C,Registration,39,N,W,M,False
True,plainville,plainville,V,MSK2655,False,C,Cell Phone,29,N,W,M,True
False,hamden,hamden,I,100000626,True,O,Stop Sign,14,N,B,M,False
False,wallingford,wallingford,E,P194,False,C,Display of Plates,31,H,W,M,True
False,new haven,new haven,V,6568,True,O,Window Tint,26,N,B,M,True
False,waterbury,waterbury,I,1558,True,I,Administrative Offense,30,N,W,M,True
False,newtown,newtown,V,327,False,I,Moving Violation,26,N,W,M,False
False,glastonbury,glastonbury,V,BJB0397,False,C,Moving Violation,36,N,W,F,False
True,milford,milford,E,518,True,C,Other,22,H,W,M,True
True,west haven,west haven,V,1000468,False,I,Administrative Offense,28,H,W,F,False
False,east hartford,east hartford,V,227,False,O,Registration,33,N,B,M,False
False,norwich,norwich,V,1054,False,C,Speed Related,19,N,B,M,True
False,middletown,middletown,V,163,True,C,Moving Violation,27,H,W,M,True
False,new britain,new britain,E,JJT0396,True,O,Defective Lights,31,N,B,M,True
False,csp troop d,killingly,V,1000003482,True,C,Other,20,N,W,M,True
True,csp troop f,old saybrook,V,1000003181,False,C,Speed Related,33,H,W,M,True
False,waterbury,waterbury,V,2237,True,O,Window Tint,28,N,B,M,True
True,west hartford,west hartford,V,1000002256,True,O,Administrative Offense,30,N,W,M,False
True,groton city,groton,V,PSC21807,True,O,Registration,26,N,W,M,False
True,windsor,windsor,V,5342,True,I,Traffic Control Signal,28,N,B,F,True
False,csp troop a,newtown,V,324857301,False,O,Other,20,N,A,M,True
False,state police,hampton             ,V,1000002961,False,O,Moving Violation,57,N,W,F,True
False,enfield,enfield,V,14,True,C,Defective Lights,21,N,W,M,False
False,old saybrook,old saybrook,V,29,True,O,Other,24,N,W,F,True
False,glastonbury,glastonbury,V,BSR0403,True,I,Administrative Offense,27,H,W,M,True
False,windsor,windsor,V,6196,False,I,Speed Related,15,N,W,M,False
False,waterbury,waterbury,E,1083,True,I,Administrative Offense,32,N,B,F,True
False,milford,milford,V,477,False,C,Other,48,N,W,M,False
True,east hartford,east hartford,V,DWC0319,True,C,Administrative Offense,32,N,B,M,False
False,stamford,stamford,V,2B2,True,O,Stop Sign,37,N,W,M,False
False,wallingford,wallingford,E,49,True,O,Window Tint,31,H,W,M,False
False,csp troop c,stafford,V,1000002961,False,C,Other,22,N,W,M,True
False,stamford,stamford,V,TE1,True,I,Other,29,H,W,M,True
True,willimantic,willimantic,V,319,True,N,Other/Error,27,N,B,M,True
False,plainville,plainville,V,SAH2837,True,O,Window Tint,15,N,W,F,True
True,wallingford,wallingford,V,P138    ,False,C,Suspended License,41,N,W,F,False
True,csp troop g,milford,V,1000003364,True,O,Registration,32,N,B,M,True
False,waterbury,waterbury,V,1638,True,I,Cell Phone,22,N,B,M,False
False,uconn,storrs,V,412,True,I,Stop Sign,20,N,W,F,True
False,norwich,norwich,E,1036,True,C,Defective Lights,54,N,W,M,True
True,csp troop d,brooklyn,E,1000002949,True,C,Window Tint,25,N,W,M,False
False,east hartford,east hartford,V,KKC0268,False,O,Display of Plates,39,H,W,M,True
True,csp troop e,norwich,V,1000003187,True,C,Speed Related,39,N,B,M,False
False,state police,clinton             ,V,1000002942,True,O,Registration,17,N,W,M,False
False,wethersfield,wethersfield,V,573,False,O,Defective Lights,16,H,W,M,False
True,naugatuck,naugatuck,V,PL21,False,O,Speed Related,40,N,W,M,True
False,east hartford,east hartford,V,195,False,O,Unlicensed Operation,24,N,W,M,True
True,wallingford,wallingford,V,P049    ,True,C,Seatbelt,44,N,W,M,False
False,new canaan,new canaan,E,286,False,O,Defective Lights,20,H,W,M,False
True,brookfield,brookfield,E,16749,True,O,Defective Lights,15,H,W,M,False
False,west haven,west haven,E,1000331,True,I,Display of Plates,33,N,W,F,True
False,state police,killingly,V,1000002266,True,O,Moving Violation,73,N,W,M,True
False,plymouth,terryville,V,23,True,C,Moving Violation,17,N,W,M,False
True,southington,southington,E,100000253,True,O,Defective Lights,30,N,W,M,True
True,csp troop a,southbury,V,1000003228,True,C,Other,29,N,B,F,True
False,new haven,new haven,V,616,True,C,Window Tint,35,H,W,M,False
False,csp troop b,torrington,V,1000002569,False,O,Moving Violation,28,N,W,M,True
True,westport,westport,I,PSC20044,False,O,Other,24,N,B,M,False
True,south windsor,south windsor,V,KRL0182,True,O,Traffic Control Signal,32,N,W,M,True
False,new haven,new haven,V,6536,False,O,Traffic Control Signal,19,N,B,M,False
True,middletown,middletown,V,198,True,O,Display of Plates,22,N,B,M,True
True,csp troop h,vernon,V,1000002608,True,C,Other,58,N,W,F,False
False,branford,branford            ,V,306,True,O,Traffic Control Signal,15,N,W,M,False
True,new haven,new haven,E,6529,True,C,Display of Plates,57,N,B,M,True
False,derby,derby,V,77,False,I,Administrative Offense,16,N,B,M,True
True,clinton,clinton,V,462,True,I,Speed Related,31,N,W,F,True
False,bridgeport,bridgeport,V,536,True,I,Registration,26,N,W,M,False
True,monroe,monroe,E,1000141,True,O,Defective Lights,23,N,B,M,False
False,derby,derby,V,76,True,I,Administrative Offense,31,N,W,M,False
False,state police,east hartford       ,V,1000002602,False,O,Other,26,N,W,M,True
False,fairfield,fairfield,V,100000806,True,C,Administrative Offense,19,N,B,M,False
False,bristol,bristol             ,I,120000035,True,N,Other,30,M,B,M,False
False,windsor,windsor,V,BXT0195,True,I,Speed Related,22,N,W,M,True
True,seymour,seymour,V,348,True,I,Suspended License,32,H,W,M,True
False,stratford,stratford,V,30332,True,I,Administrative Offense,23,H,W,F,False
True,west hartford,west hartford,I,1000002237,True,O,Other,21,N,B,F,False
False,hartford,hartford,V,SABI29,True,I,Administrative Offense,29,N,B,M,False
False,bridgeport,bridgeport,E,MUL0164,True,C,Defective Lights,26,N,B,M,False
True,wallingford,wallingford,V,PSC27059,True,C,Administrative Offense,40,N,B,M,False
False,rocky hill,rocky hill,V,PFV0197,False,C,Traffic Control Signal,56,N,W,M,False
False,wallingford,wallingford,E,P234,True,C,Display of Plates,32,H,W,F,True
False,willimantic,willimantic,V,148,False,N,Other,20,M,W,M,True
False,hartford,hartford,V,882,True,C,Stop Sign,30,N,B,M,True
False,new haven,new haven,V,393,True,C,Other,41,H,W,F,True
False,west haven,west haven,E,224,True,I,Display of Plates,36,N,W,M,True
False,wilton,wilton              ,V,1031,False,I,Traffic Control Signal,29,N,W,F,False
False,state police,windsor locks       ,V,1000002570,True,C,Cell Phone,34,N,W,M,True
False,csp troop d,thompson,V,1000003690,True,C,Display of Plates,24,N,W,F,True
False,greenwich,byram,V,5551,True,O,Display of Plates,46,N,B,M,False
False,clinton,clinton,V,462,False,C,Speed Related,23,N,W,M,False
False,east windsor,east windsor,V,DDL0188,True,C,Other,37,N,B,M,True
True,greenwich,greenwich,V,120000140,True,I,Speed Related,36,N,W,M,False
False,greenwich,greenwich,V,120000089,False,O,Defective Lights,15,H,W,M,True
True,danbury,danbury,V,10502,True,I,Cell Phone,33,N,W,F,False
True,plainville,plainville,E,JJH2683,True,O,Defective Lights,30,N,W,M,True
False,state police,waterbury           ,V,1000003235,False,O,Suspended License,18,N,B,M,True
False,west hartford,west hartford       ,V,100314,True,O,Registration,25,N,W,F,True
True,csp troop e,montville,V,1000002239,False,I,STC Violation,35,N,B,M,False
True,waterbury,waterbury,V,2273,True,I,Other,17,H,W,F,True
False,west haven,west haven,E,1000331,True,C,Display of Plates,24,H,W,F,False
False,csp troop h,wethersfield,V,1000002271,True,C,Speed Related,28,N,B,M,False
True,csp troop i,naugatuck,V,1000002761,True,C,Stop Sign,27,N,W,F,False
False,waterbury,waterbury,E,2087,True,O,Display of Plates,34,N,B,M,True
