StatuteReason,SubjectAge,InterventionDateTime,ContrabandIndicator
Moving Violation,36.0,10/22/2016 12:31:00 AM,True
Suspended License,37.0,12/04/2013 11:50:00 PM,True
Speed Related,23.0,10/09/2014 04:46:00 PM,False
Moving Violation,31.0,11/28/2014 02:39:00 PM,False
Defective Lights,31.0,11/20/2016 07:44:00 PM,False
Window Tint,20.0,12/26/2013 04:41:00 PM,False
Cell Phone,42.0,04/11/2018 10:21:00 PM,False
Administrative Offense,25.0,02/08/2018 08:58:00 PM,True
Registration,27.0,03/22/2015 08:12:00 PM,True
Seatbelt,19.0,11/23/2013 04:43:00 PM,False
Other,29.0,08/02/2014 08:49:00 AM,True
Other,25.0,10/20/2015 01:55:13 AM,False
Speed Related,21.0,03/16/2018 09:25:00 PM,False
Administrative Offense,24.0,04/05/2018 06:50:00 PM,True
Defective Lights,26.0,02/23/2016 01:41:34 AM,False
Cell Phone,38.0,04/23/2018 08:30:00 AM,False
Defective Lights,30.0,01/25/2014 08:15:00 AM,True
Registration,52.0,10/29/2013 12:43:00 PM,False
Defective Lights,31.0,06/24/2016 01:35:42 AM,False
Speed Related,35.0,03/15/2014 08:43:00 AM,True
Speed Related,22.0,11/06/2016 01:05:00 AM,False
Administrative Offense,58.0,06/27/2016 02:24:00 PM,False
Other,35.0,11/04/2015 11:48:22 AM,True
Display of Plates,25.0,11/14/2017 06:23:00 PM,False
Speed Related,55.0,10/13/2013 12:00:00 AM,False
Defective Lights,19.0,11/02/2017 01:31:00 AM,False
Other,43.0,08/08/2014 01:39:00 AM,False
STC Violation,25.0,01/15/2018 03:43:00 PM,False
Other,56.0,03/30/2018 11:03:00 PM,False
Moving Violation,36.0,01/13/2018 08:18:00 PM,True
Other/Error,25.0,01/02/2015 11:37:00 PM,False
Defective Lights,21.0,09/22/2014 12:57:00 AM,False
Moving Violation,21.0,04/20/2018 09:27:00 PM,True
Traffic Control Signal,45.0,08/10/2016 09:12:00 PM,False
Other,55.0,01/08/2016 10:11:11 PM,False
Speed Related,29.0,01/17/2015 02:21:00 AM,False
Other/Error,22.0,02/28/2015 02:00:00 AM,False
Display of Plates,32.0,04/13/2017 05:17:00 PM,False
Display of Plates,21.0,08/22/2017 07:02:00 PM,True
Speed Related,36.0,03/04/2018 02:30:00 PM,False
Registration,46.0,12/21/2016 07:11:00 PM,False
Display of Plates,24.0,04/04/2018 04:30:00 PM,True
Other,18.0,04/21/2018 12:18:00 AM,False
Cell Phone,27.0,05/23/2017 03:54:00 PM,True
Defective Lights,49.0,10/03/2016 01:21:00 AM,False
Registration,19.0,11/16/2017 11:14:00 PM,True
Stop Sign,37.0,06/05/2014 06:37:00 PM,False
Administrative Offense,26.0,08/01/2017 10:24:00 AM,True
Display of Plates,22.0,06/03/2014 08:46:00 PM,False
Moving Violation,25.0,04/18/2017 09:22:00 AM,True
Seatbelt,56.0,05/29/2017 05:41:00 PM,False
Suspended License,28.0,02/01/2014 06:39:00 PM,False
Window Tint,24.0,02/02/2017 08:45:00 PM,False
Defective Lights,57.0,07/24/2016 09:36:08 PM,True
Moving Violation,22.0,02/26/2017 12:56:00 AM,True
Window Tint,28.0,12/27/2013 12:56:00 AM,False
Moving Violation,40.0,01/27/2017 12:00:00 PM,True
Defective Lights,35.0,12/09/2016 08:54:00 PM,False
Defective Lights,23.0,06/10/2017 02:34:00 AM,False
Moving Violation,28.0,03/31/2018 02:15:00 AM,False
Moving Violation,29.0,04/14/2014 05:31:00 PM,False
Defective Lights,25.0,04/21/2016 12:30:31 AM,True
Other,27.0,08/23/2017 01:15:00 PM,False
Registration,87.0,04/23/2018 09:35:00 AM,False
Defective Lights,32.0,09/03/2014 09:13:00 AM,True
Defective Lights,29.0,12/18/2013 09:30:00 PM,False
Display of Plates,24.0,03/11/2014 03:18:00 PM,True
Speed Related,19.0,11/04/2013 01:10:00 PM,False
Other,24.0,09/11/2014 04:19:00 PM,True
Moving Violation,22.0,01/01/2016 02:37:17 PM,False
Moving Violation,19.0,05/06/2018 01:25:00 AM,True
Other,25.0,05/23/2014 06:02:00 PM,True
Traffic Control Signal,23.0,08/27/2016 12:10:00 AM,True
Registration,31.0,11/25/2013 03:57:00 PM,False
Traffic Control Signal,22.0,07/01/2016 11:55:53 PM,False
Stop Sign,23.0,06/27/2016 12:47:00 AM,True
Other,32.0,08/10/2014 02:23:00 AM,False
Speed Related,64.0,10/18/2014 09:12:00 AM,False
Stop Sign,42.0,10/24/2015 08:14:47 PM,False
Window Tint,24.0,04/13/2018 04:00:00 PM,True
Other,22.0,03/12/2018 10:50:00 PM,False
Other,25.0,10/25/2013 01:05:00 AM,False
Defective Lights,30.0,10/19/2016 12:17:00 AM,False
Other,32.0,02/22/2018 01:02:00 PM,False
Traffic Control Signal,25.0,11/07/2014 05:51:00 PM,False
Moving Violation,24.0,11/16/2014 02:18:00 AM,False
Stop Sign,35.0,02/24/2018 12:58:00 AM,True
Other,39.0,05/24/2017 05:03:00 AM,True
Speed Related,25.0,02/28/2018 09:13:00 AM,False
Defective Lights,35.0,12/02/2016 10:56:00 PM,False
Display of Plates,34.0,07/04/2014 05:29:00 PM,False
Moving Violation,42.0,01/27/2014 12:51:00 AM,True
Moving Violation,39.0,07/21/2017 12:00:00 AM,False
Suspended License,40.0,12/03/2014 04:54:00 PM,True
Other,30.0,04/05/2018 05:37:00 PM,False
Traffic Control Signal,22.0,03/23/2014 12:00:00 AM,True
Defective Lights,19.0,04/14/2018 01:24:00 AM,True
Other,23.0,05/31/2016 08:52:45 PM,True
Defective Lights,34.0,04/03/2014 08:28:00 PM,False
Traffic Control Signal,23.0,10/17/2013 01:16:00 AM,False
Speed Related,24.0,07/21/2017 09:05:00 PM,True
Administrative Offense,30.0,01/25/2018 10:20:00 PM,False
Other,22.0,10/14/2015 11:17:00 AM,True
Display of Plates,45.0,10/28/2016 10:28:00 AM,False
Other/Error,19.0,12/23/2014 10:18:00 PM,True
Other/Error,29.0,10/25/2014 12:56:00 AM,False
Display of Plates,43.0,02/26/2014 03:49:00 PM,False
Registration,50.0,03/08/2017 09:08:00 AM,False
Moving Violation,37.0,02/11/2017 04:48:00 PM,True
Equipment Violation,22.0,05/11/2016 09:55:08 PM,False
Speed Related,23.0,11/19/2016 12:43:00 PM,True
Window Tint,23.0,04/26/2016 10:27:06 AM,False
Other/Error,26.0,12/07/2014 04:59:00 PM,False
Other,31.0,05/31/2014 08:46:00 AM,False
Other,29.0,03/15/2018 02:45:00 AM,True
Moving Violation,23.0,04/01/2018 11:48:00 PM,False
Display of Plates,30.0,01/27/2015 08:02:00 PM,False
Defective Lights,24.0,06/20/2014 06:36:00 PM,True
Other,28.0,01/04/2016 08:49:07 PM,True
Defective Lights,29.0,12/17/2013 01:15:00 AM,False
Cell Phone,26.0,01/11/2018 05:00:00 PM,False
Other,30.0,01/24/2014 03:10:00 AM,False
Defective Lights,32.0,07/16/2017 01:16:00 AM,True
Registration,26.0,12/28/2017 12:37:00 AM,False
Speed Related,27.0,01/14/2017 04:46:00 PM,True
Speed Related,26.0,02/23/2018 11:28:00 AM,False
Registration,35.0,10/19/2014 02:35:00 AM,False
Defective Lights,20.0,07/17/2016 01:04:20 AM,False
Registration,38.0,02/15/2018 08:39:00 PM,False
Speed Related,42.0,09/22/2016 08:57:33 AM,True
Cell Phone,41.0,07/14/2014 08:24:00 AM,False
Unlicensed Operation,30.0,03/06/2017 10:24:00 AM,False
Speed Related,38.0,01/10/2017 07:47:00 PM,False
Display of Plates,29.0,01/03/2016 05:49:00 PM,False
Defective Lights,28.0,10/11/2013 12:38:00 PM,False
Other,36.0,08/25/2014 05:00:00 PM,False
Moving Violation,30.0,05/27/2016 01:13:53 PM,True
Display of Plates,31.0,11/17/2013 10:00:00 PM,False
Moving Violation,46.0,06/20/2014 05:00:00 PM,False
Other,50.0,01/30/2014 06:30:00 PM,True
Other,65.0,12/28/2013 05:21:00 PM,False
Moving Violation,26.0,11/28/2014 04:18:00 PM,True
Traffic Control Signal,25.0,06/28/2014 05:52:00 PM,False
Other/Error,27.0,10/23/2014 06:45:00 PM,True
Moving Violation,23.0,11/29/2017 11:41:00 PM,False
Cell Phone,32.0,08/09/2014 07:43:00 PM,False
Administrative Offense,39.0,12/15/2017 10:16:00 PM,True
Other,20.0,03/19/2017 03:59:00 PM,False
Moving Violation,22.0,09/30/2016 06:06:34 PM,True
Moving Violation,18.0,10/03/2016 11:41:00 AM,True
Speed Related,25.0,06/29/2014 02:49:00 AM,True
Display of Plates,30.0,10/17/2017 12:00:00 AM,True
Seatbelt,40.0,04/16/2018 05:22:00 PM,True
Defective Lights,23.0,05/03/2018 01:43:00 AM,True
Stop Sign,40.0,07/06/2017 08:32:00 PM,False
Defective Lights,23.0,10/13/2013 06:19:00 PM,False
Other,21.0,03/09/2018 11:24:00 PM,False
Moving Violation,21.0,02/14/2015 12:33:00 AM,True
Other/Error,27.0,02/23/2015 09:51:00 PM,False
Seatbelt,19.0,06/02/2017 05:44:00 PM,False
Moving Violation,28.0,05/30/2014 03:07:00 AM,False
Registration,50.0,03/18/2017 05:09:00 PM,True
Moving Violation,45.0,10/11/2014 09:06:00 PM,False
Speed Related,45.0,02/03/2018 10:37:00 AM,False
Other,20.0,03/25/2014 06:20:00 PM,True
Speed Related,20.0,12/19/2013 08:52:00 PM,False
Cell Phone,30.0,04/21/2018 09:22:00 AM,True
Cell Phone,45.0,11/21/2014 12:16:00 AM,True
Defective Lights,22.0,05/23/2017 09:23:00 PM,False
Speed Related,35.0,07/31/2014 01:06:00 PM,False
Other,21.0,06/24/2014 05:39:00 PM,False
Display of Plates,22.0,12/05/2016 10:26:00 AM,False
Speed Related,24.0,10/22/2017 10:56:00 AM,False
Moving Violation,20.0,01/27/2018 05:16:00 PM,False
Other,26.0,03/13/2017 11:36:00 AM,False
Registration,30.0,04/28/2016 12:50:50 PM,False
Speed Related,22.0,01/01/2018 01:07:00 PM,True
Window Tint,20.0,02/10/2018 11:10:00 AM,True
Display of Plates,29.0,04/02/2016 06:17:52 PM,False
Defective Lights,25.0,01/16/2016 12:21:39 AM,False
Traffic Control Signal,33.0,08/12/2016 09:58:00 AM,False
Stop Sign,29.0,03/12/2015 05:41:00 PM,False
Speed Related,19.0,01/20/2015 07:53:00 PM,True
Registration,24.0,05/08/2016 07:45:24 PM,False
Speed Related,18.0,05/26/2017 06:54:00 PM,True
Seatbelt,25.0,09/24/2014 01:54:00 AM,False
Speed Related,23.0,09/07/2014 02:25:00 AM,True
Defective Lights,20.0,10/27/2013 06:31:00 PM,False
Defective Lights,40.0,08/19/2017 12:16:00 AM,True
Defective Lights,88.0,01/20/2017 07:02:00 AM,False
Defective Lights,27.0,01/24/2016 12:26:00 AM,False
Stop Sign,20.0,12/20/2013 08:11:00 PM,True
Registration,39.0,07/24/2016 06:06:01 PM,False
Other,30.0,03/18/2016 05:45:47 PM,False
Other,24.0,01/30/2017 04:41:00 PM,False
Administrative Offense,53.0,01/17/2018 10:36:00 AM,False
Administrative Offense,33.0,05/04/2016 04:50:45 PM,False
Other,22.0,07/13/2016 11:40:23 PM,True
Registration,33.0,04/14/2018 11:14:00 AM,False
Administrative Offense,18.0,12/26/2017 04:25:00 PM,True
Speed Related,30.0,10/15/2013 01:09:00 AM,False
Stop Sign,18.0,02/11/2018 10:29:00 PM,True
Administrative Offense,23.0,04/27/2018 05:26:00 PM,True
Defective Lights,20.0,05/22/2014 12:29:00 AM,True
Defective Lights,35.0,07/16/2017 03:15:00 AM,False
Moving Violation,24.0,10/13/2015 01:15:30 AM,False
Defective Lights,22.0,07/24/2016 12:48:00 AM,False
Window Tint,22.0,02/14/2018 04:41:00 PM,False
Defective Lights,35.0,04/06/2014 02:37:00 AM,False
Traffic Control Signal,22.0,02/16/2018 12:55:00 AM,False
Administrative Offense,31.0,06/30/2017 08:26:00 PM,False
Other,23.0,04/15/2018 11:50:00 PM,True
Display of Plates,31.0,07/03/2016 06:31:00 PM,False
Other,17.0,12/13/2015 06:40:12 PM,False
Defective Lights,25.0,03/28/2016 01:02:00 AM,True
Speed Related,34.0,03/09/2018 11:14:00 PM,True
Other,24.0,04/08/2014 02:11:00 PM,True
Moving Violation,25.0,04/22/2018 09:26:00 PM,False
Registration,59.0,05/01/2018 07:38:00 PM,False
Administrative Offense,24.0,04/20/2018 10:40:00 PM,False
Registration,33.0,09/30/2014 12:40:00 AM,True
Registration,24.0,12/05/2015 02:02:47 AM,False
Moving Violation,39.0,05/24/2014 02:55:00 AM,True
Registration,26.0,01/16/2017 09:58:00 AM,False
Defective Lights,25.0,05/04/2018 10:49:00 PM,False
Moving Violation,17.0,08/17/2017 12:09:00 AM,False
Other,20.0,08/23/2016 12:47:00 AM,False
Cell Phone,24.0,11/16/2016 10:02:00 AM,True
Equipment Violation,24.0,02/24/2016 04:58:22 PM,False
Registration,38.0,08/20/2014 11:44:00 AM,False
Other,17.0,01/13/2018 11:06:00 AM,True
Stop Sign,21.0,07/21/2016 07:57:00 PM,False
Seatbelt,24.0,08/08/2014 04:56:00 PM,True
Defective Lights,21.0,03/25/2018 02:13:00 AM,False
Registration,26.0,09/27/2016 04:50:46 PM,True
Other,23.0,12/31/2013 10:34:00 AM,True
Traffic Control Signal,23.0,05/29/2016 03:59:18 PM,False
Window Tint,29.0,03/01/2018 07:24:00 PM,False
Cell Phone,21.0,01/28/2017 05:27:00 PM,False
Registration,56.0,01/04/2017 09:53:00 PM,True
Administrative Offense,18.0,03/01/2018 11:56:00 AM,False
Administrative Offense,66.0,08/05/2017 03:52:00 PM,False
Window Tint,36.0,09/26/2016 04:53:00 PM,False
Traffic Control Signal,27.0,01/03/2017 10:33:00 PM,True
Display of Plates,36.0,03/10/2015 01:33:00 AM,True
Defective Lights,26.0,02/26/2017 09:50:00 PM,True
Registration,33.0,07/25/2014 09:45:00 AM,False
Defective Lights,25.0,01/28/2014 05:42:00 PM,True
Other,26.0,11/13/2013 12:18:00 PM,False
Defective Lights,27.0,02/25/2018 01:34:00 PM,False
Registration,53.0,02/04/2014 12:08:00 AM,False
Other,29.0,04/11/2018 04:48:00 AM,False
Moving Violation,30.0,02/22/2016 01:24:00 AM,False
Seatbelt,26.0,02/16/2015 03:23:00 PM,True
Registration,40.0,08/04/2017 07:56:00 AM,True
Moving Violation,28.0,01/10/2018 06:33:00 PM,True
Administrative Offense,26.0,01/03/2018 08:12:00 PM,True
Speed Related,39.0,11/17/2014 09:45:00 AM,False
Speed Related,18.0,08/06/2014 06:05:00 PM,False
Display of Plates,25.0,01/11/2016 11:15:00 AM,False
Other,26.0,04/13/2018 11:24:00 PM,False
Moving Violation,19.0,12/31/2013 08:29:00 PM,False
Other,27.0,11/17/2017 02:35:00 AM,False
Window Tint,55.0,05/22/2017 10:45:00 AM,False
Display of Plates,42.0,10/10/2015 07:10:00 PM,False
Cell Phone,31.0,04/26/2017 08:22:00 AM,True
Window Tint,39.0,03/03/2017 07:54:00 PM,True
Suspended License,20.0,01/02/2015 07:59:00 PM,True
Defective Lights,21.0,09/13/2017 08:55:00 PM,True
Window Tint,19.0,10/21/2013 07:18:00 PM,True
Stop Sign,22.0,11/06/2013 09:35:00 AM,False
Stop Sign,20.0,12/18/2016 04:52:00 PM,True
Speed Related,21.0,02/02/2018 08:37:00 PM,False
Other/Error,20.0,02/05/2015 12:41:00 AM,False
Administrative Offense,36.0,01/10/2017 06:01:00 PM,False
Suspended License,34.0,11/13/2013 11:05:00 AM,True
Other,55.0,07/30/2014 12:52:00 PM,False
Speed Related,21.0,07/31/2014 11:01:00 PM,True
Other,24.0,07/02/2017 02:10:00 AM,False
Display of Plates,22.0,02/12/2016 12:42:26 PM,False
Traffic Control Signal,26.0,03/10/2018 02:22:00 AM,False
Other,25.0,08/08/2014 05:13:00 PM,False
Speed Related,35.0,01/20/2014 11:24:00 AM,True
Display of Plates,25.0,09/10/2017 07:25:00 PM,False
Cell Phone,37.0,10/07/2014 09:40:00 AM,False
Moving Violation,26.0,07/22/2014 08:07:00 AM,False
Other/Error,22.0,01/11/2015 01:23:00 AM,False
Display of Plates,43.0,10/17/2013 03:58:00 AM,False
Stop Sign,25.0,03/31/2014 09:12:00 PM,True
Other,36.0,08/22/2014 01:04:00 AM,True
Other,24.0,03/25/2018 01:04:00 AM,True
Administrative Offense,21.0,05/23/2016 09:49:39 AM,False
Window Tint,30.0,05/29/2014 07:48:00 PM,True
Moving Violation,20.0,11/27/2015 12:25:00 AM,True
Unlicensed Operation,30.0,05/05/2017 12:05:00 AM,False
Administrative Offense,37.0,02/03/2018 04:38:00 PM,False
Speed Related,23.0,07/10/2017 09:23:00 AM,False
Moving Violation,41.0,05/23/2016 07:01:00 AM,False
Display of Plates,29.0,01/06/2018 09:43:00 AM,False
Other/Error,28.0,02/17/2015 09:41:00 PM,True
Administrative Offense,24.0,03/26/2016 03:00:11 PM,True
Defective Lights,40.0,02/11/2017 07:50:00 PM,False
Defective Lights,33.0,10/14/2013 11:26:00 PM,False
Traffic Control Signal,26.0,01/27/2018 06:58:00 PM,False
Other,23.0,04/11/2014 03:40:00 AM,False
Seatbelt,38.0,03/09/2018 09:34:00 PM,True
Display of Plates,26.0,04/20/2018 10:36:00 AM,True
Defective Lights,23.0,01/19/2015 11:33:00 PM,False
Administrative Offense,37.0,06/13/2017 08:00:00 AM,False
Other/Error,19.0,03/30/2015 03:49:00 PM,True
Moving Violation,38.0,08/22/2017 04:07:00 PM,True
Registration,51.0,05/12/2017 06:30:00 PM,True
Speed Related,25.0,04/16/2014 01:06:00 AM,False
Registration,44.0,10/03/2014 10:39:00 AM,False
Other,22.0,04/18/2014 06:09:00 PM,False
Display of Plates,28.0,01/27/2017 02:10:00 AM,False
Other,27.0,02/16/2018 08:50:00 PM,True
Administrative Offense,26.0,04/26/2017 06:38:00 PM,False
Moving Violation,29.0,10/15/2017 07:43:00 PM,False
Other,30.0,07/19/2014 06:22:00 PM,True
Defective Lights,43.0,11/02/2013 08:50:00 PM,True
Other,26.0,06/04/2014 11:13:00 AM,False
Moving Violation,25.0,01/15/2018 10:05:00 AM,False
Traffic Control Signal,49.0,12/13/2015 12:18:56 AM,False
Window Tint,25.0,04/17/2016 06:40:00 PM,False
Moving Violation,23.0,04/17/2018 12:10:00 PM,False
Defective Lights,56.0,04/30/2017 12:20:00 AM,True
Defective Lights,25.0,08/20/2016 08:58:27 PM,False
Defective Lights,22.0,04/23/2017 04:12:00 AM,True
Moving Violation,25.0,12/27/2013 10:56:00 PM,True
Other,22.0,02/25/2014 04:33:00 PM,False
Display of Plates,35.0,06/24/2017 07:04:00 PM,True
Speed Related,17.0,12/01/2014 11:04:00 AM,False
Registration,57.0,10/14/2016 02:04:00 PM,False
Other,16.0,12/30/2015 01:00:27 AM,True
Speed Related,27.0,11/08/2017 04:38:00 PM,True
Other,23.0,02/28/2017 01:56:00 AM,True
Defective Lights,17.0,10/30/2017 08:52:00 PM,False
Registration,42.0,07/26/2014 11:18:00 AM,False
Registration,23.0,12/14/2016 06:49:00 PM,False
Defective Lights,21.0,07/16/2017 09:26:00 PM,True
Defective Lights,24.0,08/23/2014 09:14:00 PM,True
Traffic Control Signal,59.0,11/10/2015 03:59:35 PM,False
Other,31.0,10/29/2013 01:30:00 AM,False
Window Tint,18.0,11/17/2013 05:57:00 PM,False
Stop Sign,33.0,06/24/2016 02:36:28 AM,True
Moving Violation,29.0,11/10/2014 02:05:00 AM,False
Display of Plates,57.0,04/22/2014 04:43:00 PM,False
Display of Plates,33.0,10/05/2017 07:20:00 PM,False
Speed Related,69.0,10/08/2015 06:15:22 AM,False
Defective Lights,25.0,11/15/2015 07:33:36 PM,False
Speed Related,22.0,07/23/2014 11:56:00 AM,False
Moving Violation,23.0,02/04/2017 03:52:00 PM,False
Registration,24.0,12/19/2014 05:18:00 PM,False
Display of Plates,25.0,11/22/2014 08:28:00 PM,False
Moving Violation,31.0,01/12/2017 06:54:00 PM,False
Display of Plates,18.0,02/22/2018 08:25:00 PM,False
Administrative Offense,53.0,04/09/2016 08:04:01 AM,False
Speed Related,25.0,03/28/2014 12:00:00 AM,True
Traffic Control Signal,33.0,08/22/2016 02:13:00 AM,False
Window Tint,42.0,05/06/2017 05:55:00 PM,False
Moving Violation,30.0,01/15/2018 02:57:00 AM,False
Window Tint,27.0,09/25/2017 04:54:00 PM,True
Moving Violation,21.0,04/12/2014 03:40:00 PM,True
Display of Plates,24.0,04/18/2018 06:28:00 PM,True
Other,20.0,07/24/2017 03:40:00 PM,True
Traffic Control Signal,28.0,03/21/2014 07:57:00 AM,False
Other/Error,26.0,02/11/2015 10:05:00 PM,True
Other,34.0,12/04/2013 09:28:00 PM,True
Speed Related,25.0,05/01/2018 08:00:00 AM,True
Suspended License,29.0,06/17/2014 11:39:00 AM,True
Registration,30.0,07/31/2017 12:00:00 AM,False
Cell Phone,34.0,05/30/2014 08:17:00 PM,False
Stop Sign,51.0,02/01/2016 08:16:00 PM,False
Stop Sign,25.0,06/29/2016 03:29:55 PM,True
Moving Violation,19.0,09/05/2016 01:33:00 AM,False
Registration,52.0,01/08/2014 01:33:00 PM,False
Registration,20.0,02/27/2018 09:12:00 AM,False
Defective Lights,30.0,01/25/2018 12:22:00 AM,False
Other,44.0,04/04/2014 11:58:00 PM,False
Other,22.0,01/10/2018 10:30:00 PM,False
Display of Plates,36.0,02/21/2016 11:18:00 PM,True
Administrative Offense,30.0,10/08/2015 11:47:33 AM,False
Speed Related,23.0,05/07/2017 08:41:00 AM,False
Administrative Offense,30.0,01/05/2017 09:34:00 AM,False
Display of Plates,33.0,01/06/2018 05:39:00 PM,True
Moving Violation,18.0,01/09/2016 04:42:16 PM,False
Window Tint,34.0,05/10/2018 06:17:00 PM,True
Suspended License,30.0,11/16/2014 09:16:00 AM,True
Other,47.0,03/01/2018 12:37:00 AM,True
Speed Related,30.0,02/20/2018 12:37:00 PM,True
Cell Phone,37.0,05/08/2018 12:27:00 PM,False
Registration,28.0,10/27/2017 11:25:00 AM,False
Stop Sign,21.0,08/18/2017 06:18:00 AM,False
Traffic Control Signal,21.0,02/08/2017 11:24:00 PM,False
Other/Error,28.0,03/06/2015 05:40:00 PM,False
Speed Related,44.0,01/27/2018 01:56:00 AM,True
Traffic Control Signal,31.0,09/21/2016 09:50:00 PM,False
Moving Violation,36.0,09/06/2016 09:56:54 PM,True
Moving Violation,26.0,09/29/2014 07:02:00 AM,False
Display of Plates,27.0,04/19/2017 11:17:00 AM,True
STC Violation,23.0,07/07/2016 07:42:41 PM,False
Administrative Offense,29.0,12/11/2017 10:55:00 AM,False
Defective Lights,18.0,12/24/2015 01:11:13 AM,False
Speed Related,33.0,03/17/2015 11:14:00 PM,True
Moving Violation,23.0,12/03/2015 11:38:41 PM,False
Display of Plates,19.0,11/27/2017 01:39:00 AM,True
Defective Lights,31.0,02/21/2017 07:54:00 PM,False
Window Tint,24.0,05/03/2018 06:13:00 PM,True
Speed Related,19.0,03/04/2018 11:01:00 PM,False
Administrative Offense,22.0,04/20/2017 06:23:00 PM,False
Suspended License,53.0,11/12/2013 12:10:00 AM,False
Defective Lights,24.0,09/05/2014 12:00:00 AM,False
Traffic Control Signal,18.0,06/18/2016 12:45:00 AM,False
Speed Related,26.0,03/24/2016 10:00:39 PM,True
Administrative Offense,23.0,03/13/2018 05:49:00 PM,False
Suspended License,27.0,07/19/2014 10:00:00 PM,False
Other,24.0,04/18/2014 01:13:00 AM,False
Other,20.0,06/03/2017 08:36:00 PM,False
Speed Related,30.0,10/06/2015 08:07:58 AM,True
Moving Violation,35.0,02/08/2015 08:19:00 PM,False
Administrative Offense,27.0,05/14/2018 06:54:00 PM,True
Moving Violation,36.0,05/15/2014 10:52:00 PM,False
Other,24.0,11/10/2015 01:14:09 AM,True
Traffic Control Signal,22.0,02/15/2016 10:07:00 AM,True
STC Violation,21.0,07/11/2017 02:17:00 AM,False
Display of Plates,22.0,02/10/2017 09:21:00 PM,True
Moving Violation,26.0,07/28/2014 10:57:00 PM,True
Other,26.0,08/06/2017 06:32:00 PM,False
Other,37.0,07/11/2016 07:00:27 AM,False
Defective Lights,22.0,01/13/2018 08:20:00 AM,False
Registration,26.0,06/01/2016 09:41:00 PM,True
Moving Violation,28.0,08/05/2017 03:00:00 AM,True
Defective Lights,32.0,09/09/2014 02:26:00 AM,False
Administrative Offense,51.0,11/14/2017 09:33:00 PM,False
Other/Error,22.0,03/23/2015 12:44:00 AM,False
Other,19.0,05/25/2014 08:10:00 PM,True
Traffic Control Signal,46.0,10/19/2016 12:54:00 PM,False
Moving Violation,47.0,02/02/2018 07:41:00 AM,False
Moving Violation,28.0,07/31/2017 08:04:00 PM,True
