adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.10400000000000001,0.946,0.355,0.455,0.365,0.839,0.12,0.4495,0.15,F,0.177
1.0,0.127,0.684,0.395,0.485,0.341,0.116,0.14,0.6295,0.225,M,0.2285
1.0,0.158,0.658,0.38,0.515,0.169,0.935,0.175,0.9565,0.31,M,0.325
1.0,0.1965,0.566,0.415,0.535,0.184,0.308,0.17,0.879,0.285,F,0.295
1.0,0.1595,0.392,0.435,0.53,0.704,0.155,0.155,0.6990000000000001,0.205,M,0.28800000000000003
1.0,0.1325,0.228,0.4,0.495,0.755,0.141,0.155,0.6445,0.205,F,0.242
1.0,0.0815,0.801,0.355,0.44,0.145,0.791,0.125,0.4775,0.19,M,0.132
1.0,0.1795,0.221,0.435,0.535,0.083,0.504,0.16,0.8105,0.24,F,0.3155
1.0,0.226,0.826,0.435,0.54,0.27,0.876,0.18,0.996,0.325,M,0.3835
1.0,0.27899999999999997,0.619,0.505,0.565,0.252,0.568,0.21,1.2765,0.355,F,0.501
1.0,0.2205,0.783,0.475,0.61,0.797,0.507,0.165,1.1159999999999999,0.315,M,0.428
1.0,0.207,0.171,0.455,0.565,0.436,0.861,0.175,1.013,0.35,F,0.342
1.0,0.19,0.83,0.495,0.6,0.849,0.517,0.195,1.0575,0.375,M,0.384
0.0,0.034,0.85,0.215,0.295,0.424,0.538,0.085,0.128,0.04,I,0.049
0.0,0.0285,0.855,0.205,0.275,0.69,0.347,0.075,0.1105,0.035,I,0.045
0.0,0.0295,0.957,0.21,0.28,0.633,0.886,0.085,0.1065,0.03,I,0.039
1.0,0.1275,0.984,0.395,0.49,0.752,0.495,0.14,0.5489999999999999,0.15,M,0.2215
1.0,0.0585,0.735,0.28,0.37,0.027,0.078,0.105,0.23399999999999999,0.075,M,0.0905
1.0,0.0895,0.395,0.305,0.405,0.63,0.309,0.095,0.3485,0.1,F,0.1455
1.0,0.174,0.786,0.435,0.54,0.66,0.469,0.175,0.892,0.335,F,0.322
1.0,0.0595,0.983,0.28,0.37,0.821,0.605,0.1,0.252,0.07400000000000001,M,0.1065
0.0,0.0495,0.646,0.27,0.36,0.345,0.268,0.1,0.217,0.0715,M,0.0885
1.0,0.114,0.398,0.36,0.47,0.574,0.538,0.13,0.47200000000000003,0.15,F,0.182
0.0,0.0095,0.365,0.145,0.2,0.628,0.996,0.06,0.037000000000000005,0.011000000000000001,I,0.0125
0.0,0.005,0.096,0.12,0.165,0.667,0.968,0.03,0.0215,0.005,I,0.006999999999999999
1.0,0.369,0.215,0.515,0.645,0.895,0.869,0.24,1.5415,0.535,M,0.47100000000000003
1.0,0.1635,0.067,0.41,0.55,0.17,0.572,0.125,0.7605,0.195,M,0.2505
1.0,0.2355,0.139,0.435,0.57,0.972,0.567,0.145,0.9055,0.275,M,0.3925
1.0,0.3055,0.578,0.485,0.63,0.047,0.77,0.19,1.2435,0.39,F,0.4635
1.0,0.2045,0.052,0.44,0.56,0.363,0.86,0.14,0.971,0.265,M,0.44299999999999995
1.0,0.3235,0.56,0.455,0.595,0.441,0.856,0.195,1.3305,0.345,M,0.4595
1.0,0.27,0.731,0.47,0.62,0.244,0.015,0.2,1.2255,0.435,F,0.381
1.0,0.2945,0.061,0.485,0.63,0.616,0.068,0.175,1.3,0.46,M,0.4335
1.0,0.067,0.143,0.355,0.45,0.887,0.301,0.11,0.4585,0.14,I,0.19399999999999998
1.0,0.2475,0.371,0.535,0.635,0.909,0.929,0.19,1.242,0.39,F,0.5760000000000001
1.0,0.1015,0.128,0.35,0.45,0.989,0.878,0.1,0.3675,0.12,M,0.1465
1.0,0.1385,0.029,0.455,0.58,0.106,0.625,0.155,0.8365,0.32,F,0.315
0.0,0.0255,0.179,0.255,0.33,0.26,0.012,0.095,0.172,0.06,I,0.066
0.0,0.022000000000000002,0.881,0.21,0.265,0.007,0.802,0.06,0.0965,0.03,I,0.0425
0.0,0.0065,0.855,0.145,0.19,0.808,0.938,0.04,0.038,0.015,I,0.0165
1.0,0.075,0.358,0.31,0.385,0.229,0.471,0.1,0.2845,0.1,M,0.1065
0.0,0.040999999999999995,0.405,0.205,0.265,0.272,0.992,0.07,0.1055,0.035,I,0.039
0.0,0.055999999999999994,0.575,0.265,0.335,0.513,0.126,0.105,0.222,0.075,M,0.0935
0.0,0.053,0.649,0.275,0.355,0.502,0.038,0.09,0.251,0.08,I,0.09699999999999999
0.0,0.0415,0.839,0.255,0.32,0.555,0.688,0.1,0.1755,0.065,I,0.073
1.0,0.1665,0.167,0.4,0.51,0.683,0.655,0.13,0.6435,0.205,M,0.27
1.0,0.053,0.614,0.295,0.36,0.311,0.304,0.105,0.24100000000000002,0.095,M,0.0865
1.0,0.04,0.391,0.28,0.36,0.337,0.606,0.09,0.2255,0.09,I,0.0885
1.0,0.161,0.667,0.38,0.5,0.915,0.235,0.155,0.5955,0.2,M,0.2135
1.0,0.0565,0.017,0.325,0.4,0.529,0.471,0.12,0.3185,0.095,F,0.134
0.0,0.042,0.296,0.22,0.3,0.909,0.214,0.08,0.121,0.035,I,0.0475
0.0,0.015,0.016,0.175,0.235,0.304,0.646,0.04,0.0705,0.02,I,0.0335
1.0,0.4085,0.671,0.6,0.74,0.668,0.334,0.195,1.974,0.71,F,0.598
1.0,0.3175,0.563,0.465,0.62,0.344,0.828,0.19,1.3415,0.355,M,0.5705
1.0,0.2655,0.167,0.475,0.6,0.855,0.29,0.19,1.0875,0.325,M,0.40299999999999997
1.0,0.276,0.648,0.45,0.59,0.579,0.279,0.185,1.2830000000000001,0.425,M,0.473
1.0,0.325,0.767,0.475,0.62,0.158,0.378,0.185,1.325,0.33,M,0.6045
1.0,0.2505,0.651,0.45,0.565,0.532,0.948,0.195,1.0035,0.285,F,0.406
1.0,0.2275,0.158,0.455,0.575,0.654,0.261,0.145,1.165,0.3,M,0.581
1.0,0.2565,0.089,0.51,0.62,0.201,0.192,0.205,1.3475,0.48,F,0.4775
1.0,0.3065,0.002,0.465,0.62,0.169,0.129,0.185,1.274,0.32,M,0.579
1.0,0.1495,0.116,0.375,0.505,0.102,0.171,0.18,0.568,0.17,F,0.2325
1.0,0.152,0.256,0.425,0.46,0.793,0.815,0.155,0.746,0.24,F,0.3005
1.0,0.2185,0.303,0.39,0.49,0.445,0.101,0.14,0.7070000000000001,0.18,M,0.2795
1.0,0.17300000000000001,0.075,0.42,0.525,0.21,0.945,0.16,0.7559999999999999,0.275,F,0.2745
0.0,0.0555,0.002,0.26,0.34,0.906,0.121,0.08,0.2,0.055,I,0.08
1.0,0.07400000000000001,0.865,0.305,0.375,0.539,0.675,0.115,0.2715,0.09,I,0.092
1.0,0.2455,0.413,0.48,0.61,0.237,0.287,0.15,1.2,0.28,M,0.56
1.0,0.2905,0.826,0.495,0.61,0.865,0.833,0.185,1.153,0.245,F,0.536
1.0,0.1635,0.076,0.45,0.585,0.145,0.512,0.17,0.8685,0.27,F,0.3325
1.0,0.2065,0.071,0.46,0.57,0.812,0.507,0.14,0.9535,0.245,M,0.4465
1.0,0.259,0.191,0.455,0.58,0.277,0.742,0.17,0.93,0.22,M,0.408
1.0,0.28600000000000003,0.009,0.515,0.635,0.594,0.219,0.17,1.275,0.34,M,0.509
1.0,0.49,0.871,0.58,0.7,0.034,0.322,0.205,2.13,0.58,M,0.7415
1.0,0.336,0.476,0.525,0.675,0.282,0.333,0.185,1.587,0.395,M,0.6935
1.0,0.3885,0.903,0.525,0.645,0.537,0.302,0.19,1.8085,0.395,F,0.7035
1.0,0.47200000000000003,0.475,0.585,0.745,0.043,0.959,0.215,2.499,0.7,M,0.9265
1.0,0.392,0.523,0.545,0.685,0.325,0.3,0.18,1.768,0.485,F,0.7495
1.0,0.287,0.667,0.49,0.605,0.831,0.499,0.18,1.227,0.35,M,0.48
1.0,0.24600000000000002,0.843,0.465,0.59,0.372,0.551,0.15,0.997,0.34,F,0.392
1.0,0.2995,0.676,0.525,0.65,0.98,0.303,0.175,1.4225,0.445,F,0.61
1.0,0.2705,0.009,0.48,0.6,0.756,0.237,0.15,1.0290000000000001,0.295,F,0.4085
1.0,0.3015,0.253,0.5,0.62,0.15,0.74,0.175,1.186,0.35,F,0.4985
1.0,0.244,0.747,0.515,0.63,0.379,0.438,0.16,1.016,0.355,M,0.4215
1.0,0.1655,0.206,0.465,0.58,0.253,0.713,0.145,0.887,0.265,M,0.4405
1.0,0.2735,0.382,0.455,0.58,0.908,0.146,0.12,1.0735,0.265,F,0.479
1.0,0.2765,0.598,0.49,0.63,0.137,0.363,0.18,1.13,0.315,M,0.45799999999999996
1.0,0.299,0.939,0.56,0.69,0.325,0.201,0.215,1.719,0.47,F,0.68
1.0,0.3455,0.981,0.545,0.65,0.018,0.386,0.165,1.5659999999999998,0.415,F,0.6645
1.0,0.3265,0.257,0.565,0.66,0.788,0.467,0.195,1.7605,0.5,F,0.6920000000000001
1.0,0.45299999999999996,0.667,0.58,0.68,0.264,0.636,0.2,1.787,0.6,F,0.585
1.0,0.314,0.346,0.575,0.7,0.351,0.82,0.17,1.31,0.42,F,0.5095
1.0,0.292,0.126,0.52,0.685,0.734,0.568,0.15,1.3430000000000002,0.4,M,0.4635
1.0,0.3695,0.583,0.545,0.675,0.027,0.101,0.195,1.7345,0.605,F,0.6845
1.0,0.3365,0.696,0.49,0.63,0.919,0.834,0.19,1.1775,0.285,M,0.4935
1.0,0.2875,0.341,0.45,0.585,0.909,0.959,0.16,1.077,0.25,F,0.4995
1.0,0.183,0.814,0.465,0.565,0.008,0.695,0.175,0.995,0.37,M,0.3895
1.0,0.3135,0.639,0.495,0.61,0.751,0.539,0.185,1.1085,0.33,F,0.3705
1.0,0.2805,0.779,0.47,0.605,0.524,0.849,0.18,1.1405,0.385,M,0.3755
1.0,0.18899999999999997,0.31,0.42,0.535,0.365,0.887,0.145,0.7909999999999999,0.25,M,0.33
1.0,0.13699999999999998,0.876,0.4,0.485,0.716,0.378,0.135,0.6629999999999999,0.2,M,0.313
1.0,0.122,0.857,0.375,0.47,0.786,0.523,0.12,0.5565,0.195,M,0.226
1.0,0.21,0.395,0.425,0.545,0.708,0.955,0.135,0.8445,0.235,M,0.373
1.0,0.1245,0.68,0.37,0.455,0.258,0.994,0.105,0.4925,0.135,F,0.21600000000000003
1.0,0.152,0.706,0.42,0.54,0.218,0.871,0.155,0.7385,0.215,M,0.3515
1.0,0.1225,0.682,0.38,0.46,0.409,0.752,0.135,0.48200000000000004,0.145,M,0.207
1.0,0.1435,0.39,0.42,0.49,0.496,0.545,0.125,0.609,0.22,M,0.239
1.0,0.11900000000000001,0.948,0.375,0.465,0.538,0.118,0.12,0.47100000000000003,0.14,I,0.222
1.0,0.0595,0.963,0.325,0.415,0.235,0.884,0.1,0.3215,0.105,I,0.1535
1.0,0.115,0.346,0.375,0.475,0.082,0.016,0.125,0.593,0.18,M,0.27699999999999997
1.0,0.13699999999999998,0.02,0.375,0.47,0.006,0.611,0.125,0.5615,0.18,F,0.252
1.0,0.0545,0.872,0.295,0.365,0.626,0.854,0.095,0.25,0.08,I,0.1075
0.0,0.0535,0.952,0.275,0.345,0.688,0.133,0.095,0.1995,0.07,I,0.0755
1.0,0.064,0.936,0.31,0.39,0.246,0.374,0.1,0.302,0.115,I,0.11599999999999999
1.0,0.17600000000000002,0.408,0.395,0.5,0.571,0.465,0.14,0.7155,0.24,F,0.3165
1.0,0.14400000000000002,0.83,0.38,0.47,0.435,0.252,0.145,0.5865,0.185,M,0.2385
1.0,0.139,0.425,0.44,0.535,0.785,0.076,0.15,0.6765,0.26,M,0.256
1.0,0.2075,0.327,0.455,0.585,0.814,0.114,0.15,0.987,0.31,M,0.4355
1.0,0.131,0.966,0.365,0.485,0.834,0.801,0.12,0.5885,0.175,F,0.27
1.0,0.1625,0.474,0.455,0.515,0.892,0.051,0.135,0.7225,0.235,M,0.295
0.0,0.0985,0.027,0.325,0.435,0.091,0.443,0.11,0.4335,0.155,F,0.17800000000000002
1.0,0.152,0.71,0.415,0.515,0.37,0.044,0.14,0.6935,0.2,F,0.3115
0.0,0.083,0.923,0.345,0.44,0.012,0.528,0.12,0.365,0.11,I,0.1655
1.0,0.1985,0.51,0.44,0.525,0.701,0.007,0.15,0.8425,0.24,F,0.3685
1.0,0.1045,0.673,0.355,0.45,0.676,0.514,0.115,0.479,0.15,M,0.2125
1.0,0.182,0.438,0.485,0.59,0.283,0.212,0.12,0.9109999999999999,0.29,M,0.39
1.0,0.24600000000000002,0.627,0.45,0.555,0.88,0.826,0.145,0.915,0.285,M,0.4
1.0,0.2215,0.673,0.44,0.57,0.999,0.401,0.095,0.8270000000000001,0.235,M,0.3395
1.0,0.2425,0.67,0.5,0.59,0.85,0.12,0.165,1.1045,0.34,M,0.4565
1.0,0.2115,0.021,0.475,0.585,0.675,0.547,0.12,0.945,0.28,M,0.41
1.0,0.2385,0.44,0.46,0.58,0.141,0.138,0.12,0.9935,0.28,F,0.4625
1.0,0.1715,0.189,0.44,0.545,0.058,0.556,0.12,0.8565,0.24,M,0.3475
1.0,0.2465,0.514,0.495,0.605,0.427,0.442,0.17,1.2385,0.39,F,0.528
1.0,0.22399999999999998,0.777,0.47,0.62,0.217,0.135,0.14,1.0325,0.36,F,0.3605
1.0,0.267,0.117,0.5,0.63,0.671,0.726,0.17,1.3135,0.4,F,0.5595
1.0,0.349,0.373,0.515,0.63,0.693,0.908,0.165,1.3519999999999999,0.45,M,0.488
1.0,0.19899999999999998,0.214,0.5,0.63,0.365,0.426,0.155,1.005,0.36,F,0.36700000000000005
1.0,0.16,0.348,0.41,0.545,0.932,0.345,0.14,0.625,0.235,M,0.223
1.0,0.358,0.621,0.54,0.67,0.436,0.273,0.165,1.5015,0.505,F,0.518
1.0,0.139,0.786,0.38,0.49,0.169,0.296,0.12,0.529,0.155,I,0.2165
1.0,0.12300000000000001,0.137,0.39,0.49,0.233,0.7,0.135,0.5785,0.2,F,0.2465
1.0,0.0235,0.232,0.225,0.29,0.289,0.004,0.07,0.10099999999999999,0.035,I,0.036000000000000004
0.0,0.02,0.292,0.2,0.26,0.992,0.749,0.07,0.092,0.03,I,0.037000000000000005
1.0,0.203,0.872,0.45,0.58,0.944,0.206,0.175,1.068,0.32,M,0.425
1.0,0.2435,0.322,0.485,0.61,0.647,0.682,0.165,1.0915,0.33,F,0.3935
1.0,0.1735,0.708,0.5,0.6,0.571,0.005,0.16,1.015,0.33,M,0.3995
1.0,0.129,0.358,0.455,0.56,0.119,0.617,0.125,0.943,0.375,F,0.344
1.0,0.1705,0.227,0.45,0.575,0.216,0.303,0.17,1.0475,0.385,F,0.3775
1.0,0.1665,0.394,0.45,0.57,0.78,0.592,0.175,0.9555,0.295,F,0.38
1.0,0.196,0.409,0.47,0.6,0.21,0.564,0.155,1.036,0.325,M,0.4375
1.0,0.156,0.083,0.455,0.565,0.265,0.737,0.17,0.9065,0.32,M,0.342
1.0,0.13,0.174,0.42,0.545,0.53,0.957,0.14,0.7505,0.255,M,0.2475
1.0,0.0905,0.184,0.345,0.44,0.086,0.935,0.1,0.366,0.12,I,0.122
1.0,0.13699999999999998,0.201,0.41,0.5,0.578,0.895,0.15,0.662,0.22,M,0.2815
0.0,0.0435,0.659,0.275,0.36,0.355,0.635,0.095,0.217,0.09,I,0.084
1.0,0.055,0.183,0.305,0.385,0.225,0.787,0.095,0.252,0.09,I,0.0915
1.0,0.0645,0.693,0.3,0.39,0.744,0.025,0.09,0.3055,0.085,M,0.14300000000000002
1.0,0.138,0.045,0.415,0.5,0.432,0.662,0.165,0.6885,0.25,M,0.249
1.0,0.0525,0.292,0.275,0.36,0.188,0.986,0.11,0.2335,0.085,I,0.095
1.0,0.0585,0.86,0.26,0.335,0.202,0.296,0.1,0.192,0.07,I,0.0785
1.0,0.1625,0.518,0.425,0.505,0.524,0.31,0.14,0.85,0.285,F,0.275
1.0,0.0325,0.83,0.295,0.395,0.575,0.984,0.1,0.2715,0.085,I,0.134
1.0,0.077,0.485,0.325,0.41,0.04,0.147,0.105,0.3635,0.12,F,0.159
1.0,0.129,0.25,0.455,0.56,0.811,0.468,0.19,0.7140000000000001,0.275,F,0.28300000000000003
1.0,0.136,0.875,0.435,0.565,0.116,0.044,0.185,0.9815,0.39,M,0.32899999999999996
1.0,0.1575,0.37,0.455,0.565,0.534,0.42,0.185,0.9265,0.375,M,0.354
1.0,0.23199999999999998,0.1,0.5,0.605,0.697,0.859,0.175,1.0979999999999999,0.375,M,0.4765
1.0,0.159,0.567,0.455,0.565,0.678,0.109,0.15,0.8205,0.26,F,0.365
1.0,0.4725,0.851,0.565,0.725,0.58,0.599,0.215,1.891,0.58,M,0.6975
1.0,0.3175,0.888,0.535,0.675,0.48,0.445,0.16,1.41,0.42,F,0.5920000000000001
1.0,0.354,0.448,0.555,0.665,0.118,0.519,0.195,1.4385,0.36,F,0.581
1.0,0.2195,0.484,0.49,0.565,0.232,0.98,0.155,0.9245,0.255,F,0.405
1.0,0.3045,0.099,0.55,0.645,0.738,0.488,0.175,1.2915,0.33,F,0.57
1.0,0.1735,0.112,0.47,0.575,0.544,0.749,0.14,0.8375,0.24,M,0.3485
1.0,0.259,0.112,0.54,0.64,0.896,0.607,0.175,1.2209999999999999,0.39,F,0.51
1.0,0.045,0.819,0.28,0.36,0.236,0.363,0.105,0.19899999999999998,0.08,I,0.0695
1.0,0.057,0.931,0.31,0.415,0.471,0.916,0.11,0.2965,0.0995,I,0.12300000000000001
1.0,0.1525,0.842,0.41,0.525,0.536,0.793,0.135,0.7085,0.235,F,0.293
1.0,0.061,0.096,0.285,0.38,0.395,0.821,0.1,0.2665,0.075,M,0.115
1.0,0.22399999999999998,0.3,0.465,0.585,0.523,0.833,0.17,0.9915,0.265,F,0.3865
0.0,0.018000000000000002,0.418,0.185,0.24,0.654,0.826,0.07,0.0715,0.025,I,0.026000000000000002
0.0,0.012,0.462,0.165,0.22,0.626,0.488,0.055,0.0545,0.02,I,0.0215
0.0,0.02,0.332,0.195,0.255,0.644,0.118,0.07,0.0735,0.025,I,0.0255
0.0,0.0035,0.991,0.125,0.175,0.322,0.97,0.05,0.0235,0.008,I,0.008
1.0,0.3035,0.119,0.55,0.67,0.755,0.859,0.19,1.3905,0.4,F,0.5425
1.0,0.2735,0.799,0.53,0.655,0.39,0.814,0.195,1.3880000000000001,0.41,M,0.5670000000000001
1.0,0.305,0.844,0.55,0.68,0.427,0.902,0.21,1.7445,0.625,F,0.5975
1.0,0.2665,0.932,0.555,0.675,0.344,0.859,0.2,1.4385,0.465,M,0.545
1.0,0.1715,0.273,0.44,0.53,0.569,0.231,0.135,0.7835,0.2185,F,0.313
1.0,0.1405,0.134,0.405,0.515,0.694,0.214,0.12,0.6459999999999999,0.177,F,0.2895
1.0,0.0645,0.719,0.34,0.43,0.43,0.38,0.12,0.3575,0.1045,I,0.151
1.0,0.1415,0.696,0.405,0.52,0.722,0.2,0.12,0.627,0.18100000000000002,F,0.2645
1.0,0.1455,0.376,0.415,0.545,0.75,0.832,0.16,0.7715,0.2765,F,0.272
1.0,0.1395,0.896,0.415,0.53,0.841,0.461,0.175,0.7395,0.2645,M,0.261
1.0,0.091,0.911,0.35,0.465,0.585,0.938,0.115,0.42100000000000004,0.1345,F,0.1565
1.0,0.254,0.676,0.54,0.665,0.151,0.486,0.175,1.347,0.415,M,0.4955
1.0,0.3405,0.41,0.59,0.735,0.198,0.934,0.225,1.756,0.58,M,0.637
1.0,0.2635,0.772,0.545,0.66,0.979,0.585,0.185,1.32,0.455,M,0.5305
1.0,0.3215,0.37,0.585,0.7,0.64,0.236,0.185,1.8075,0.475,F,0.7055
1.0,0.2445,0.662,0.4,0.575,0.204,0.219,0.155,0.9325,0.3,M,0.3605
1.0,0.1765,0.177,0.465,0.57,0.21,0.509,0.125,0.8490000000000001,0.24,M,0.3785
1.0,0.212,0.293,0.46,0.58,0.971,0.514,0.15,0.9955,0.26,F,0.429
1.0,0.237,0.807,0.48,0.63,0.937,0.472,0.145,1.0115,0.305,M,0.4235
1.0,0.1615,0.556,0.465,0.585,0.866,0.323,0.14,0.9079999999999999,0.315,F,0.381
1.0,0.2385,0.845,0.45,0.55,0.553,0.06,0.13,0.92,0.29,M,0.37799999999999995
1.0,0.3065,0.56,0.515,0.625,0.99,0.855,0.15,1.2415,0.36,F,0.5235
1.0,0.1795,0.384,0.42,0.54,0.782,0.469,0.135,0.8075,0.235,M,0.3485
1.0,0.2195,0.297,0.455,0.57,0.161,0.435,0.165,1.0595,0.285,F,0.44
1.0,0.19,0.367,0.455,0.59,0.701,0.359,0.145,1.073,0.285,M,0.475
1.0,0.18100000000000002,0.808,0.46,0.58,0.189,0.624,0.13,0.9209999999999999,0.29,M,0.35700000000000004
1.0,0.2855,0.72,0.51,0.655,0.335,0.56,0.155,1.2895,0.41,F,0.5345
1.0,0.2635,0.994,0.53,0.655,0.637,0.697,0.175,1.2635,0.415,M,0.486
1.0,0.2185,0.276,0.5,0.625,0.642,0.36,0.195,1.369,0.37,M,0.5875
1.0,0.2235,0.768,0.5,0.625,0.952,0.082,0.15,0.953,0.305,F,0.3445
1.0,0.2595,0.158,0.52,0.64,0.91,0.117,0.175,1.248,0.48,F,0.4245
1.0,0.209,0.416,0.485,0.605,0.916,0.984,0.165,1.0105,0.3,F,0.435
1.0,0.2315,0.252,0.525,0.615,0.51,0.259,0.155,1.0385,0.345,F,0.42700000000000005
1.0,0.20199999999999999,0.576,0.45,0.555,0.241,0.102,0.175,0.8740000000000001,0.305,M,0.3275
1.0,0.1635,0.406,0.44,0.58,0.677,0.156,0.18,0.8540000000000001,0.245,F,0.3665
1.0,0.27,0.016,0.52,0.62,0.82,0.986,0.225,1.1835,0.395,F,0.37799999999999995
1.0,0.2145,0.277,0.47,0.62,0.58,0.559,0.225,1.115,0.36,F,0.37799999999999995
1.0,0.256,0.84,0.505,0.6,0.12,0.288,0.19,1.129,0.36,F,0.4385
1.0,0.2305,0.584,0.485,0.625,0.376,0.83,0.19,1.1745,0.42,F,0.4385
1.0,0.247,0.217,0.47,0.6,0.39,0.135,0.175,1.105,0.315,M,0.4865
1.0,0.157,0.504,0.46,0.56,0.19,0.256,0.235,0.8395,0.305,M,0.3325
1.0,0.221,0.604,0.455,0.585,0.433,0.008,0.225,1.055,0.365,M,0.3815
1.0,0.204,0.337,0.435,0.56,0.74,0.905,0.18,0.889,0.25,M,0.36
1.0,0.209,0.564,0.445,0.56,0.691,0.472,0.155,0.8735,0.275,I,0.3005
1.0,0.245,0.415,0.53,0.68,0.192,0.924,0.185,1.1095,0.34,I,0.439
1.0,0.1265,0.322,0.35,0.455,0.653,0.083,0.14,0.5185,0.135,F,0.221
1.0,0.18100000000000002,0.032,0.38,0.49,0.719,0.963,0.145,0.6725,0.21,F,0.249
0.0,0.0365,0.819,0.22,0.31,0.574,0.016,0.085,0.146,0.045,M,0.061
0.0,0.0215,0.679,0.195,0.275,0.192,0.635,0.07,0.08,0.025,F,0.031
0.0,0.0195,0.054,0.195,0.27,0.474,0.348,0.08,0.1,0.03,M,0.0385
1.0,0.0575,0.852,0.29,0.4,0.289,0.492,0.115,0.2795,0.075,M,0.1115
0.0,0.0215,0.432,0.2,0.28,0.021,0.326,0.08,0.0915,0.03,M,0.033
0.0,0.034,0.444,0.23,0.325,0.785,0.336,0.09,0.147,0.045,M,0.06
0.0,0.059000000000000004,0.896,0.25,0.345,0.65,0.232,0.09,0.203,0.055,F,0.078
0.0,0.0085,0.973,0.15,0.21,0.246,0.629,0.05,0.0385,0.01,M,0.0155
0.0,0.0385,0.576,0.27,0.36,0.927,0.164,0.09,0.1885,0.055,F,0.0845
1.0,0.0445,0.166,0.26,0.365,0.572,0.354,0.115,0.218,0.07,I,0.0935
0.0,0.008,0.158,0.14,0.2,0.666,0.648,0.055,0.035,0.01,M,0.0145
0.0,0.0095,0.953,0.16,0.235,0.345,0.621,0.06,0.0545,0.015,M,0.0265
0.0,0.006,0.491,0.125,0.175,0.308,0.754,0.04,0.024,0.005,M,0.0095
0.0,0.003,0.28,0.11,0.155,0.416,0.264,0.04,0.0155,0.005,M,0.0065
1.0,0.159,0.78,0.445,0.57,0.357,0.461,0.155,0.733,0.235,F,0.282
1.0,0.255,0.919,0.45,0.57,0.883,0.587,0.16,0.9715,0.26,F,0.3965
1.0,0.059000000000000004,0.287,0.3,0.385,0.694,0.451,0.095,0.24,0.085,M,0.0885
1.0,0.156,0.905,0.42,0.53,0.752,0.894,0.185,0.752,0.205,I,0.299
1.0,0.1055,0.131,0.355,0.46,0.841,0.612,0.13,0.45799999999999996,0.13,F,0.192
1.0,0.1055,0.282,0.37,0.47,0.268,0.222,0.12,0.4705,0.155,I,0.1845
1.0,0.086,0.42,0.335,0.435,0.767,0.188,0.11,0.38,0.11,F,0.1695
1.0,0.1225,0.763,0.37,0.47,0.13,0.775,0.14,0.4985,0.145,I,0.2095
1.0,0.08,0.433,0.38,0.465,0.437,0.968,0.13,0.45399999999999996,0.155,I,0.1895
1.0,0.145,0.61,0.405,0.52,0.607,0.898,0.14,0.5775,0.179,I,0.2
0.0,0.0255,0.921,0.23,0.29,0.176,0.431,0.075,0.1165,0.04,M,0.043
0.0,0.02,0.949,0.205,0.275,0.146,0.906,0.07,0.094,0.0325,M,0.0335
1.0,0.066,0.939,0.29,0.375,0.764,0.997,0.115,0.2705,0.0885,F,0.09300000000000001
1.0,0.1415,0.796,0.375,0.5,0.855,0.786,0.14,0.604,0.179,F,0.242
1.0,0.0925,0.282,0.355,0.44,0.804,0.578,0.115,0.415,0.131,F,0.1585
1.0,0.057,0.333,0.325,0.42,0.933,0.9,0.115,0.2885,0.1135,M,0.1
1.0,0.0695,0.215,0.35,0.445,0.18,0.283,0.115,0.3615,0.11699999999999999,M,0.1565
1.0,0.051,0.532,0.29,0.38,0.832,0.409,0.105,0.257,0.085,F,0.099
1.0,0.038,0.301,0.245,0.32,0.455,0.213,0.075,0.1555,0.049,M,0.0585
1.0,0.018000000000000002,0.276,0.195,0.255,0.245,0.301,0.065,0.08,0.027000000000000003,M,0.0315
0.0,0.0055,0.277,0.155,0.205,0.12,0.048,0.045,0.0425,0.0155,M,0.017
1.0,0.1555,0.399,0.45,0.565,0.887,0.14,0.16,0.795,0.23,F,0.3605
1.0,0.2005,0.771,0.425,0.555,0.29,0.869,0.18,0.875,0.255,I,0.3695
1.0,0.203,0.63,0.515,0.65,0.531,0.888,0.16,1.1625,0.33,I,0.495
1.0,0.195,0.289,0.49,0.615,0.526,0.553,0.155,0.9885,0.345,I,0.4145
1.0,0.1735,0.471,0.44,0.56,0.571,0.561,0.165,0.8,0.25,I,0.335
1.0,0.131,0.324,0.37,0.48,0.354,0.221,0.12,0.514,0.155,I,0.2075
1.0,0.141,0.563,0.39,0.485,0.986,0.391,0.125,0.591,0.12,I,0.287
1.0,0.1665,0.5,0.385,0.5,0.024,0.167,0.15,0.6265,0.16,I,0.2605
1.0,0.205,0.308,0.405,0.525,0.55,0.489,0.15,0.795,0.255,I,0.3075
1.0,0.298,0.45,0.5,0.66,0.51,0.899,0.165,1.1905,0.37,F,0.4585
1.0,0.2625,0.148,0.53,0.66,0.709,0.228,0.17,1.3259999999999998,0.44,F,0.519
1.0,0.1055,0.783,0.4,0.52,0.24,0.026,0.145,0.66,0.22,I,0.267
1.0,0.0805,0.328,0.34,0.44,0.012,0.327,0.105,0.364,0.1175,F,0.14800000000000002
1.0,0.179,0.989,0.4,0.515,0.574,0.068,0.12,0.659,0.17,I,0.2705
1.0,0.092,0.596,0.35,0.475,0.405,0.244,0.115,0.452,0.155,F,0.1715
1.0,0.163,0.188,0.415,0.545,0.075,0.892,0.15,0.7335,0.2185,F,0.2795
