Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
1990,MD,Total Electric Power Industry,Coal,22 106 716,240 851,91 455
1990,MD,Total Electric Power Industry,Natural Gas,1 226 653,5,2 834
1990,MD,Total Electric Power Industry,Other,294 471,2 350,1 350
1990,MD,Total Electric Power Industry,Petroleum,3 721 825,26 440,6 729
1990,ME,Commercial Non-Cogen,All Sources,93 253,13,212
1990,ME,Commercial Non-Cogen,Other,90 739,12,210
1990,ME,Commercial Non-Cogen,Petroleum,2 514,1,2
1990,ME,Electric Utility,All Sources,1 745 926,10 305,2 468
1990,ME,Electric Utility,Petroleum,1 745 926,10 305,2 468
1990,ME,Industrial Cogen,All Sources,2 886 571,39 048,9 139
1990,ME,Industrial Cogen,Coal,376 853,2 713,1 257
1990,ME,Industrial Cogen,Natural Gas,0,0,79
1990,ME,Industrial Cogen,Other,38 961,7 487,3 564
1990,ME,Industrial Cogen,Petroleum,2 470 757,28 847,4 239
1990,ME,IPP NAICS-22 Cogen,All Sources,364 985,2 527,1 412
1990,ME,IPP NAICS-22 Cogen,Coal,355 086,2 344,1 356
1990,ME,IPP NAICS-22 Cogen,Other,0,3,37
1990,ME,IPP NAICS-22 Cogen,Petroleum,9 899,180,18
1990,ME,IPP NAICS-22 Non-Cogen,All Sources,113 931,591,1 071
1990,ME,IPP NAICS-22 Non-Cogen,Natural Gas,10 435,0,20
1990,ME,IPP NAICS-22 Non-Cogen,Other,102 525,588,1 050
1990,ME,IPP NAICS-22 Non-Cogen,Petroleum,971,4,1
1990,ME,Total Electric Power Industry,All Sources,5 204 666,52 483,14 302
1990,ME,Total Electric Power Industry,Coal,731 939,5 057,2 572
1990,ME,Total Electric Power Industry,Natural Gas,10 435,0,102
1990,ME,Total Electric Power Industry,Other,232 225,8 099,5 008
1990,ME,Total Electric Power Industry,Petroleum,4 230 067,39 327,6 620
1990,MI,Commercial Cogen,All Sources,618 775,3 292,1 846
1990,MI,Commercial Cogen,Coal,403 295,2 982,1 381
1990,MI,Commercial Cogen,Natural Gas,32 522,0,73
1990,MI,Commercial Cogen,Other,178 282,295,388
1990,MI,Commercial Cogen,Petroleum,4 676,15,4
1990,MI,Electric Utility,All Sources,64 471 746,334 264,283 017
1990,MI,Electric Utility,Coal,62 529 519,330 975,280 609
1990,MI,Electric Utility,Natural Gas,1 236 097,3,1 291
1990,MI,Electric Utility,Petroleum,706 130,3 287,1 118
1990,MI,Industrial Cogen,All Sources,2 830 017,36 299,12 448
1990,MI,Industrial Cogen,Coal,1 900 188,20 124,8 313
1990,MI,Industrial Cogen,Natural Gas,619 646,5,2 075
1990,MI,Industrial Cogen,Other,0,3 737,1 033
1990,MI,Industrial Cogen,Petroleum,310 183,12 434,1 027
1990,MI,Industrial Non-Cogen,All Sources,216 259,8 683,5 630
1990,MI,Industrial Non-Cogen,Coal,124 149,8 679,4 757
1990,MI,Industrial Non-Cogen,Natural Gas,91 416,3,870
1990,MI,Industrial Non-Cogen,Other,694,1,3
1990,MI,IPP NAICS-22 Cogen,All Sources,3 531 578,199,7 130
1990,MI,IPP NAICS-22 Cogen,Coal,235 714,179,827
1990,MI,IPP NAICS-22 Cogen,Natural Gas,3 295 015,17,6 298
1990,MI,IPP NAICS-22 Cogen,Other,0,0,5
1990,MI,IPP NAICS-22 Cogen,Petroleum,849,3,1
1990,MI,IPP NAICS-22 Non-Cogen,All Sources,86 713,3,496
1990,MI,IPP NAICS-22 Non-Cogen,Natural Gas,3 168,0,3
1990,MI,IPP NAICS-22 Non-Cogen,Other,83 545,3,493
1990,MI,Total Electric Power Industry,All Sources,71 755 088,382 740,310 568
1990,MI,Total Electric Power Industry,Coal,65 192 865,362 913,295 425
1990,MI,Total Electric Power Industry,Natural Gas,5 277 864,27,10 597
1990,MI,Total Electric Power Industry,Other,262 521,4 061,2 401
1990,MI,Total Electric Power Industry,Petroleum,1 021 838,15 738,2 146
1990,MN,Commercial Cogen,All Sources,130 116,69,315
1990,MN,Commercial Cogen,Natural Gas,98 614,0,237
1990,MN,Commercial Cogen,Other,27 017,46,72
1990,MN,Commercial Cogen,Petroleum,4 485,23,6
1990,MN,Commercial Non-Cogen,All Sources,51,0,0
1990,MN,Commercial Non-Cogen,Petroleum,51,0,0
1990,MN,Electric Utility,All Sources,29 732 688,76 238,152 445
1990,MN,Electric Utility,Coal,28 991 216,75 597,150 354
1990,MN,Electric Utility,Natural Gas,278 603,0,718
1990,MN,Electric Utility,Other,0,529,1 316
1990,MN,Electric Utility,Petroleum,462 869,112,57
1990,MN,Industrial Cogen,All Sources,1 900 721,25 421,8 016
1990,MN,Industrial Cogen,Coal,1 539 714,19 865,5 468
1990,MN,Industrial Cogen,Natural Gas,325 883,1,826
1990,MN,Industrial Cogen,Other,11 652,5 417,1 682
1990,MN,Industrial Cogen,Petroleum,23 472,139,40
1990,MN,Industrial Non-Cogen,All Sources,0,0,1
1990,MN,Industrial Non-Cogen,Natural Gas,0,0,1
1990,MN,Industrial Non-Cogen,Petroleum,0,0,0
1990,MN,IPP NAICS-22 Non-Cogen,All Sources,153 503,24,322
1990,MN,IPP NAICS-22 Non-Cogen,Natural Gas,4 108,0,8
1990,MN,IPP NAICS-22 Non-Cogen,Other,149 395,24,314
1990,MN,Total Electric Power Industry,All Sources,31 917 079,101 753,161 099
1990,MN,Total Electric Power Industry,Coal,30 530 930,95 461,155 768
1990,MN,Total Electric Power Industry,Natural Gas,707 208,1,1 807
1990,MN,Total Electric Power Industry,Other,188 064,6 017,3 420
1990,MN,Total Electric Power Industry,Petroleum,490 877,274,104
1990,MO,Commercial Cogen,All Sources,389 867,13 001,1 618
1990,MO,Commercial Cogen,Coal,389 363,12 997,1 607
1990,MO,Commercial Cogen,Natural Gas,484,0,11
1990,MO,Commercial Cogen,Petroleum,20,4,1
1990,MO,Electric Utility,All Sources,47 719 573,702 059,258 057
1990,MO,Electric Utility,Coal,47 437 366,698 849,257 211
1990,MO,Electric Utility,Natural Gas,190 775,1,462
1990,MO,Electric Utility,Petroleum,91 432,3 209,384
1990,MO,Industrial Cogen,All Sources,595 587,8 948,2 732
1990,MO,Industrial Cogen,Coal,551 891,8 939,2 587
1990,MO,Industrial Cogen,Natural Gas,42 037,0,143
1990,MO,Industrial Cogen,Petroleum,1 659,9,2
1990,MO,Total Electric Power Industry,All Sources,48 705 027,724 008,262 408
1990,MO,Total Electric Power Industry,Coal,48 378 620,720 786,261 405
1990,MO,Total Electric Power Industry,Natural Gas,233 296,1,616
1990,MO,Total Electric Power Industry,Petroleum,93 111,3 221,386
1990,MS,Electric Utility,All Sources,13 303 215,105 415,45 799
1990,MS,Electric Utility,Coal,9 105 298,95 185,36 407
1990,MS,Electric Utility,Natural Gas,3 584 393,18,8 303
1990,MS,Electric Utility,Petroleum,613 524,10 211,1 089
1990,MS,Industrial Cogen,All Sources,1 473 329,14 158,7 336
1990,MS,Industrial Cogen,Coal,167 845,1 293,599
1990,MS,Industrial Cogen,Natural Gas,1 228 291,7,2 865
1990,MS,Industrial Cogen,Other,0,12 449,3 792
1990,MS,Industrial Cogen,Petroleum,77 193,410,80
1990,MS,Total Electric Power Industry,All Sources,14 776 544,119 573,53 136
1990,MS,Total Electric Power Industry,Coal,9 273 143,96 477,37 006
1990,MS,Total Electric Power Industry,Natural Gas,4 812 684,25,11 169
1990,MS,Total Electric Power Industry,Other,0,12 450,3 793
1990,MS,Total Electric Power Industry,Petroleum,690 717,10 621,1 168
1990,MT,Electric Utility,All Sources,15 697 302,15 763,84 034
1990,MT,Electric Utility,Coal,15 642 891,15 760,83 968
1990,MT,Electric Utility,Natural Gas,26 999,0,50
1990,MT,Electric Utility,Petroleum,27 412,4,16
1990,MT,Industrial Cogen,All Sources,175 016,1 268,812
1990,MT,Industrial Cogen,Natural Gas,147 818,1,346
1990,MT,Industrial Cogen,Other,0,806,414
1990,MT,Industrial Cogen,Petroleum,27 198,461,52
1990,MT,IPP NAICS-22 Non-Cogen,All Sources,256 723,299,1 368
1990,MT,IPP NAICS-22 Non-Cogen,Coal,256 723,299,1 368
1990,MT,Total Electric Power Industry,All Sources,16 129 041,17 331,86 214
1990,MT,Total Electric Power Industry,Coal,15 899 614,16 059,85 335
1990,MT,Total Electric Power Industry,Natural Gas,174 817,1,396
1990,MT,Total Electric Power Industry,Other,0,806,415
1990,MT,Total Electric Power Industry,Petroleum,54 610,464,68
1990,NC,Electric Utility,All Sources,42 420 558,297 634,176 210
1990,NC,Electric Utility,Coal,42 126 864,297 236,175 669
1990,NC,Electric Utility,Natural Gas,135 123,1,312
1990,NC,Electric Utility,Petroleum,158 571,396,229
1990,NC,Industrial Cogen,All Sources,3 281 589,43 257,14 770
1990,NC,Industrial Cogen,Coal,2 620 219,23 136,9 871
1990,NC,Industrial Cogen,Natural Gas,69 063,0,167
1990,NC,Industrial Cogen,Other,0,15 826,3 732
1990,NC,Industrial Cogen,Petroleum,592 307,4 296,1 000
1990,NC,Industrial Non-Cogen,All Sources,1 543,5,1
1990,NC,Industrial Non-Cogen,Petroleum,1 543,5,1
1990,NC,IPP NAICS-22 Cogen,All Sources,3 284 995,22 914,11 549
1990,NC,IPP NAICS-22 Cogen,Coal,3 262 091,22 891,11 510
1990,NC,IPP NAICS-22 Cogen,Natural Gas,15 863,0,34
1990,NC,IPP NAICS-22 Cogen,Petroleum,7 041,23,5
1990,NC,IPP NAICS-22 Non-Cogen,All Sources,11 192,19,191
1990,NC,IPP NAICS-22 Non-Cogen,Natural Gas,1 062,0,5
1990,NC,IPP NAICS-22 Non-Cogen,Other,10 130,19,186
1990,NC,Total Electric Power Industry,All Sources,48 999 877,363 828,202 720
1990,NC,Total Electric Power Industry,Coal,48 009 174,343 263,197 050
1990,NC,Total Electric Power Industry,Natural Gas,221 111,1,517
1990,NC,Total Electric Power Industry,Other,10 130,15 845,3 918
1990,NC,Total Electric Power Industry,Petroleum,759 462,4 719,1 235
1990,ND,Electric Utility,All Sources,27 955 011,127 098,67 446
1990,ND,Electric Utility,Coal,27 931 161,127 048,67 417
1990,ND,Electric Utility,Natural Gas,98,0,0
1990,ND,Electric Utility,Petroleum,23 752,50,28
1990,ND,Industrial Cogen,All Sources,533 243,6 320,1 455
1990,ND,Industrial Cogen,Coal,331 733,5 766,988
1990,ND,Industrial Cogen,Natural Gas,113 220,1,301
1990,ND,Industrial Cogen,Petroleum,88 290,553,166
1990,ND,Industrial Non-Cogen,All Sources,0,0,19
1990,ND,Industrial Non-Cogen,Natural Gas,0,0,19
1990,ND,Total Electric Power Industry,All Sources,28 488 254,133 418,68 920
1990,ND,Total Electric Power Industry,Coal,28 262 894,132 814,68 405
1990,ND,Total Electric Power Industry,Natural Gas,113 318,1,320
1990,ND,Total Electric Power Industry,Petroleum,112 042,603,194
1990,NE,Electric Utility,All Sources,13 557 583,45 888,77 906
1990,NE,Electric Utility,Coal,13 355 408,45 835,77 416
1990,NE,Electric Utility,Natural Gas,188 819,1,468
1990,NE,Electric Utility,Petroleum,13 356,53,22
1990,NE,Industrial Cogen,All Sources,0,1 105,196
1990,NE,Industrial Cogen,Coal,0,1 105,190
1990,NE,Industrial Cogen,Natural Gas,0,0,6
1990,NE,Total Electric Power Industry,All Sources,13 557 583,46 993,78 102
1990,NE,Total Electric Power Industry,Coal,13 355 408,46 940,77 606
1990,NE,Total Electric Power Industry,Natural Gas,188 819,1,474
1990,NE,Total Electric Power Industry,Petroleum,13 356,53,22
1990,NH,Commercial Cogen,All Sources,48 239,453,136
1990,NH,Commercial Cogen,Petroleum,48 239,453,136
1990,NH,Electric Utility,All Sources,4 904 594,59 742,18 313
1990,NH,Electric Utility,Coal,2 848 166,37 512,15 443
1990,NH,Electric Utility,Petroleum,2 056 428,22 230,2 870
1990,NH,Industrial Cogen,All Sources,30 019,132,171
1990,NH,Industrial Cogen,Other,0,6,135
1990,NH,Industrial Cogen,Petroleum,30 019,125,36
1990,NH,Industrial Non-Cogen,All Sources,323,17,151
1990,NH,Industrial Non-Cogen,Other,0,15,150
1990,NH,Industrial Non-Cogen,Petroleum,323,2,1
1990,NH,IPP NAICS-22 Cogen,Other,0,0,0
1990,NH,IPP NAICS-22 Non-Cogen,All Sources,103 574,93,477
1990,NH,IPP NAICS-22 Non-Cogen,Other,102 582,92,477
1990,NH,IPP NAICS-22 Non-Cogen,Petroleum,992,1,0
1990,NH,Total Electric Power Industry,All Sources,5 086 749,60 436,19 249
1990,NH,Total Electric Power Industry,Coal,2 848 166,37 489,14 898
1990,NH,Total Electric Power Industry,Other,102 582,151,1 414
1990,NH,Total Electric Power Industry,Petroleum,2 136 001,22 795,2 936
1990,NJ,Commercial Cogen,All Sources,63 938,3,161
1990,NJ,Commercial Cogen,Natural Gas,62 270,0,145
1990,NJ,Commercial Cogen,Other,0,0,14
1990,NJ,Commercial Cogen,Petroleum,1 668,3,2
1990,NJ,Electric Utility,All Sources,11 126 488,68 286,44 284
1990,NJ,Electric Utility,Coal,6 854 331,62 706,35 373
1990,NJ,Electric Utility,Natural Gas,2 610 964,13,5 871
1990,NJ,Electric Utility,Petroleum,1 661 193,5 567,3 040
1990,NJ,Industrial Cogen,All Sources,1 225 085,2 927,2 538
1990,NJ,Industrial Cogen,Natural Gas,670 651,3,1 764
1990,NJ,Industrial Cogen,Other,0,0,3
1990,NJ,Industrial Cogen,Petroleum,554 434,2 924,772
1990,NJ,Industrial Non-Cogen,All Sources,4 976,3,11
1990,NJ,Industrial Non-Cogen,Natural Gas,4 551,0,10
1990,NJ,Industrial Non-Cogen,Petroleum,425,3,1
1990,NJ,IPP NAICS-22 Cogen,All Sources,1 092 213,155,2 038
1990,NJ,IPP NAICS-22 Cogen,Natural Gas,1 027 927,5,1 918
1990,NJ,IPP NAICS-22 Cogen,Other,32 515,60,95
1990,NJ,IPP NAICS-22 Cogen,Petroleum,31 771,91,25
1990,NJ,IPP NAICS-22 Non-Cogen,All Sources,124 112,47,660
1990,NJ,IPP NAICS-22 Non-Cogen,Natural Gas,3 108,0,6
1990,NJ,IPP NAICS-22 Non-Cogen,Other,121 004,46,654
1990,NJ,IPP NAICS-22 Non-Cogen,Petroleum,0,1,0
1990,NJ,Total Electric Power Industry,All Sources,13 636 812,71 420,49 693
1990,NJ,Total Electric Power Industry,Coal,6 854 331,62 707,35 374
1990,NJ,Total Electric Power Industry,Natural Gas,4 379 471,20,9 714
1990,NJ,Total Electric Power Industry,Other,153 519,106,766
1990,NJ,Total Electric Power Industry,Petroleum,2 249 491,8 587,3 839
1990,NM,Commercial Cogen,All Sources,38 882,0,89
1990,NM,Commercial Cogen,Natural Gas,38 882,0,89
1990,NM,Electric Utility,All Sources,28 118 618,54 113,124 778
1990,NM,Electric Utility,Coal,26 693 013,54 044,121 573
1990,NM,Electric Utility,Natural Gas,1 394 724,7,3 180
1990,NM,Electric Utility,Petroleum,30 881,62,25
1990,NM,Industrial Cogen,All Sources,73 360,4,169
1990,NM,Industrial Cogen,Natural Gas,72 374,0,168
1990,NM,Industrial Cogen,Petroleum,986,4,1
1990,NM,Industrial Non-Cogen,All Sources,154 780,1,363
1990,NM,Industrial Non-Cogen,Natural Gas,154 780,1,363
1990,NM,IPP NAICS-22 Cogen,All Sources,2 790,0,71
1990,NM,IPP NAICS-22 Cogen,Natural Gas,2 790,0,7
1990,NM,IPP NAICS-22 Cogen,Other,0,0,64
1990,NM,Total Electric Power Industry,All Sources,28 388 430,54 117,125 469
1990,NM,Total Electric Power Industry,Coal,26 693 013,54 045,121 573
1990,NM,Total Electric Power Industry,Natural Gas,1 663 550,8,3 807
1990,NM,Total Electric Power Industry,Other,0,0,64
1990,NM,Total Electric Power Industry,Petroleum,31 867,64,26
1990,NV,Electric Utility,All Sources,16 675 768,49 577,69 040
1990,NV,Electric Utility,Coal,15 085 099,48 318,65 482
1990,NV,Electric Utility,Natural Gas,1 333 162,6,3 094
1990,NV,Electric Utility,Petroleum,257 507,1 253,464
1990,NV,IPP NAICS-22 Non-Cogen,All Sources,19 422,0,0
1990,NV,IPP NAICS-22 Non-Cogen,Geothermal,19 422,0,0
1990,NV,Total Electric Power Industry,All Sources,16 695 190,49 577,69 040
1990,NV,Total Electric Power Industry,Coal,15 085 099,48 318,65 482
1990,NV,Total Electric Power Industry,Geothermal,19 422,0,0
1990,NV,Total Electric Power Industry,Natural Gas,1 333 162,6,3 094
1990,NV,Total Electric Power Industry,Petroleum,257 507,1 253,464
1990,NY,Commercial Cogen,All Sources,360 129,1 363,1 111
1990,NY,Commercial Cogen,Coal,124 578,368,533
1990,NY,Commercial Cogen,Natural Gas,101 706,0,247
1990,NY,Commercial Cogen,Other,8 337,15,24
1990,NY,Commercial Cogen,Petroleum,125 508,980,307
1990,NY,Commercial Non-Cogen,All Sources,0,1,1
1990,NY,Commercial Non-Cogen,Natural Gas,0,0,0
1990,NY,Commercial Non-Cogen,Other,0,1,1
1990,NY,Electric Utility,All Sources,63 391 847,367 893,172 760
1990,NY,Electric Utility,Coal,23 955 831,237 440,96 074
1990,NY,Electric Utility,Natural Gas,12 218 234,60,27 926
1990,NY,Electric Utility,Other,0,0,7
1990,NY,Electric Utility,Petroleum,27 217 782,130 394,48 752
1990,NY,Industrial Cogen,All Sources,3 578 066,45 784,13 197
1990,NY,Industrial Cogen,Coal,2 264 650,32 725,8 184
1990,NY,Industrial Cogen,Natural Gas,512 420,2,1 427
1990,NY,Industrial Cogen,Other,19 281,6 449,2 084
1990,NY,Industrial Cogen,Petroleum,781 715,6 608,1 502
1990,NY,IPP NAICS-22 Cogen,All Sources,1 084 030,816,2 911
1990,NY,IPP NAICS-22 Cogen,Coal,324 702,228,1 054
1990,NY,IPP NAICS-22 Cogen,Natural Gas,317 192,2,589
1990,NY,IPP NAICS-22 Cogen,Other,408 100,527,1 245
1990,NY,IPP NAICS-22 Cogen,Petroleum,34 036,60,24
1990,NY,IPP NAICS-22 Non-Cogen,All Sources,674 183,1 236,3 048
1990,NY,IPP NAICS-22 Non-Cogen,Natural Gas,12 356,0,54
1990,NY,IPP NAICS-22 Non-Cogen,Other,661 827,1 236,2 995
1990,NY,Total Electric Power Industry,All Sources,69 088 255,417 095,193 028
1990,NY,Total Electric Power Industry,Coal,26 669 761,270 760,105 845
1990,NY,Total Electric Power Industry,Natural Gas,13 161 908,64,30 242
1990,NY,Total Electric Power Industry,Other,1 097 545,8 229,6 356
1990,NY,Total Electric Power Industry,Petroleum,28 159 041,138 042,50 585
1990,OH,Commercial Cogen,All Sources,131 075,1 174,526
1990,OH,Commercial Cogen,Coal,73 628,1 135,328
1990,OH,Commercial Cogen,Natural Gas,43 769,0,161
1990,OH,Commercial Cogen,Other,9 498,19,30
1990,OH,Commercial Cogen,Petroleum,4 180,20,6
1990,OH,Commercial Non-Cogen,All Sources,32 954,21,74
1990,OH,Commercial Non-Cogen,Natural Gas,26 377,0,68
1990,OH,Commercial Non-Cogen,Petroleum,6 577,21,6
1990,OH,Electric Utility,All Sources,107 373 628,1 961 153,488 988
1990,OH,Electric Utility,Coal,107 055 475,1 959 584,487 733
1990,OH,Electric Utility,Natural Gas,66 090,0,128
1990,OH,Electric Utility,Other,0,640,819
1990,OH,Electric Utility,Petroleum,252 063,929,308
1990,OH,Industrial Cogen,All Sources,3 069 684,51 395,13 482
1990,OH,Industrial Cogen,Coal,2 436 727,47 147,11 520
1990,OH,Industrial Cogen,Natural Gas,154 895,0,328
1990,OH,Industrial Cogen,Other,0,1 350,682
1990,OH,Industrial Cogen,Petroleum,478 062,2 898,951
1990,OH,IPP NAICS-22 Cogen,All Sources,0,14,105
1990,OH,IPP NAICS-22 Cogen,Other,0,14,105
1990,OH,Total Electric Power Industry,All Sources,110 607 341,2 013 756,503 176
1990,OH,Total Electric Power Industry,Coal,109 565 830,2 007 866,499 581
1990,OH,Total Electric Power Industry,Natural Gas,291 131,0,687
1990,OH,Total Electric Power Industry,Other,9 498,2 022,1 637
1990,OH,Total Electric Power Industry,Petroleum,740 882,3 867,1 271
1990,OK,Commercial Cogen,All Sources,37 430,0,90
1990,OK,Commercial Cogen,Natural Gas,37 430,0,90
1990,OK,Electric Utility,All Sources,35 034 709,92 414,163 715
1990,OK,Electric Utility,Coal,25 618 025,92 145,142 745
1990,OK,Electric Utility,Natural Gas,9 374 242,44,20 910
1990,OK,Electric Utility,Petroleum,42 442,224,60
1990,OK,Industrial Cogen,All Sources,1 119 647,7 304,3 538
1990,OK,Industrial Cogen,Coal,609 479,4 218,1 928
1990,OK,Industrial Cogen,Natural Gas,401 800,2,755
1990,OK,Industrial Cogen,Other,1 410,2 460,708
1990,OK,Industrial Cogen,Petroleum,106 958,624,148
1990,OK,Industrial Non-Cogen,All Sources,0,4,21
1990,OK,Industrial Non-Cogen,Natural Gas,0,0,20
1990,OK,Industrial Non-Cogen,Petroleum,0,4,1
1990,OK,IPP NAICS-22 Cogen,All Sources,550 268,2 885,1 132
1990,OK,IPP NAICS-22 Cogen,Coal,149 985,2 883,396
1990,OK,IPP NAICS-22 Cogen,Natural Gas,400 283,2,737
1990,OK,Total Electric Power Industry,All Sources,36 742 054,102 606,168 496
1990,OK,Total Electric Power Industry,Coal,26 377 489,99 246,145 054
1990,OK,Total Electric Power Industry,Natural Gas,10 213 755,48,22 515
1990,OK,Total Electric Power Industry,Other,1 410,2 460,717
1990,OK,Total Electric Power Industry,Petroleum,149 400,852,210
1990,OR,Commercial Cogen,Other,0,0,0
1990,OR,Electric Utility,All Sources,1 807 748,4 580,6 921
1990,OR,Electric Utility,Coal,1 378 733,4 464,5 938
1990,OR,Electric Utility,Natural Gas,405 126,2,938
1990,OR,Electric Utility,Petroleum,23 889,114,45
1990,OR,Industrial Cogen,All Sources,173 415,4 259,1 748
1990,OR,Industrial Cogen,Coal,115 050,2 152,538
1990,OR,Industrial Cogen,Natural Gas,53 055,0,109
1990,OR,Industrial Cogen,Other,0,2 001,1 082
1990,OR,Industrial Cogen,Petroleum,5 310,106,19
1990,OR,Industrial Non-Cogen,Other,0,0,0
1990,OR,IPP NAICS-22 Cogen,All Sources,0,6,92
1990,OR,IPP NAICS-22 Cogen,Other,0,6,92
1990,OR,IPP NAICS-22 Non-Cogen,All Sources,73 992,27,217
1990,OR,IPP NAICS-22 Non-Cogen,Other,73 992,27,217
